,search,open,mfdataset,compute
0,0.8352515697479248,0.0952310562133789,28.372238636016846,12.187279224395752
1,0.7849571704864502,0.04732155799865723,28.51777744293213,13.64226484298706
2,0.7975938320159912,0.07788825035095215,40.12870502471924,39.10856890678406
3,0.7559757232666016,0.09229063987731934,37.93238401412964,36.04873299598694
4,0.8241744041442871,0.04632687568664551,28.714923620224,28.06501317024231
5,0.758380651473999,0.1695570945739746,75.90482997894287,84.34180951118469
6,0.8956637382507324,0.037229061126708984,18.922510147094727,9.308432340621948
7,1.0133817195892334,0.03884577751159668,9.533254146575928,4.829791784286499
8,1.0153942108154297,0.04583239555358887,47.66350436210632,35.26590633392334
9,1.281465768814087,0.07621097564697266,18.87095618247986,11.550018310546875
10,0.8463776111602783,0.0401158332824707,19.15500235557556,6.1334357261657715
11,0.7588775157928467,0.09537744522094727,57.53074049949646,63.36893963813782
12,0.781449556350708,0.04059290885925293,18.9936580657959,3.8755717277526855
13,0.751150369644165,0.04172658920288086,28.890551328659058,16.203062057495117
14,0.8413512706756592,0.09693622589111328,18.900834560394287,1.2485051155090332
