features,avg_perm_diff
cumulative_landfalling_area,1.0726030012018999
max_south_extent,0.001133153193314973
max_IWV_ais,0.08115855913653847
max_ocean_SLP_gradient,0.008696262326335358
max_landfalling_v850hPa,0.04825730489766178
avg_landfalling_minomega,0.013555517642759085
