features,avg_perm_diff
cumulative_landfalling_area,0.0019135114801172026
max_south_extent,0.0012342070164290675
max_IWV_ais,0
max_ocean_SLP_gradient,0.0043495111066809145
max_landfalling_v850hPa,0.0012025181960226838
avg_landfalling_minomega,0
