Q,cumulative_landfalling_area,max_landfalling_v850hPa
16.19185174764721,153,9.303757667541504
17.032733836019823,149866.20408163266,9.303757667541504
17.032733836019823,299579.4081632653,9.303757667541504
17.032733836019823,449292.612244898,9.303757667541504
17.032733836019823,599005.8163265307,9.303757667541504
17.032733836019823,748719.0204081633,9.303757667541504
17.032733836019823,898432.224489796,9.303757667541504
17.032733836019823,1048145.4285714286,9.303757667541504
17.032733836019823,1197858.6326530613,9.303757667541504
17.032733836019823,1347571.836734694,9.303757667541504
17.032733836019823,1497285.0408163266,9.303757667541504
17.032733836019823,1646998.2448979593,9.303757667541504
17.032733836019823,1796711.448979592,9.303757667541504
17.032733836019823,1946424.6530612246,9.303757667541504
17.032733836019823,2096137.8571428573,9.303757667541504
17.032733836019823,2245851.06122449,9.303757667541504
17.032733836019823,2395564.2653061226,9.303757667541504
17.032733836019823,2545277.4693877553,9.303757667541504
17.032733836019823,2694990.673469388,9.303757667541504
17.032733836019823,2844703.8775510206,9.303757667541504
17.032733836019823,2994417.0816326533,9.303757667541504
17.032733836019823,3144130.285714286,9.303757667541504
17.032733836019823,3293843.4897959186,9.303757667541504
17.032733836019823,3443556.6938775512,9.303757667541504
17.032733836019823,3593269.897959184,9.303757667541504
17.032733836019823,3742983.1020408166,9.303757667541504
17.032733836019823,3892696.306122449,9.303757667541504
17.032733836019823,4042409.510204082,9.303757667541504
17.032733836019823,4192122.7142857146,9.303757667541504
17.032733836019823,4341835.918367347,9.303757667541504
17.032733836019823,4491549.12244898,9.303757667541504
17.032733836019823,4641262.326530613,9.303757667541504
17.032733836019823,4790975.530612245,9.303757667541504
17.032733836019823,4940688.734693877,9.303757667541504
17.032733836019823,5090401.9387755105,9.303757667541504
17.032733836019823,5240115.142857144,9.303757667541504
17.032733836019823,5389828.346938776,9.303757667541504
17.032733836019823,5539541.551020408,9.303757667541504
17.032733836019823,5689254.755102041,9.303757667541504
17.032733836019823,5838967.959183674,9.303757667541504
17.032733836019823,5988681.1632653065,9.303757667541504
17.032733836019823,6138394.367346939,9.303757667541504
17.032733836019823,6288107.571428572,9.303757667541504
17.032733836019823,6437820.775510205,9.303757667541504
17.032733836019823,6587533.979591837,9.303757667541504
17.032733836019823,6737247.183673469,9.303757667541504
17.032733836019823,6886960.3877551025,9.303757667541504
17.032733836019823,7036673.591836736,9.303757667541504
17.032733836019823,7186386.795918368,9.303757667541504
17.032733836019823,7336100,9.303757667541504
16.19185174764721,153,10.130347349205795
17.032733836019823,149866.20408163266,10.130347349205795
17.032733836019823,299579.4081632653,10.130347349205795
17.032733836019823,449292.612244898,10.130347349205795
17.032733836019823,599005.8163265307,10.130347349205795
17.032733836019823,748719.0204081633,10.130347349205795
17.032733836019823,898432.224489796,10.130347349205795
17.032733836019823,1048145.4285714286,10.130347349205795
17.032733836019823,1197858.6326530613,10.130347349205795
17.032733836019823,1347571.836734694,10.130347349205795
17.032733836019823,1497285.0408163266,10.130347349205795
17.032733836019823,1646998.2448979593,10.130347349205795
17.032733836019823,1796711.448979592,10.130347349205795
17.032733836019823,1946424.6530612246,10.130347349205795
17.032733836019823,2096137.8571428573,10.130347349205795
17.032733836019823,2245851.06122449,10.130347349205795
17.032733836019823,2395564.2653061226,10.130347349205795
17.032733836019823,2545277.4693877553,10.130347349205795
17.032733836019823,2694990.673469388,10.130347349205795
17.032733836019823,2844703.8775510206,10.130347349205795
17.032733836019823,2994417.0816326533,10.130347349205795
17.032733836019823,3144130.285714286,10.130347349205795
17.032733836019823,3293843.4897959186,10.130347349205795
17.032733836019823,3443556.6938775512,10.130347349205795
17.032733836019823,3593269.897959184,10.130347349205795
17.032733836019823,3742983.1020408166,10.130347349205795
17.032733836019823,3892696.306122449,10.130347349205795
17.032733836019823,4042409.510204082,10.130347349205795
17.032733836019823,4192122.7142857146,10.130347349205795
17.032733836019823,4341835.918367347,10.130347349205795
17.032733836019823,4491549.12244898,10.130347349205795
17.032733836019823,4641262.326530613,10.130347349205795
17.032733836019823,4790975.530612245,10.130347349205795
17.032733836019823,4940688.734693877,10.130347349205795
17.032733836019823,5090401.9387755105,10.130347349205795
17.032733836019823,5240115.142857144,10.130347349205795
17.032733836019823,5389828.346938776,10.130347349205795
17.032733836019823,5539541.551020408,10.130347349205795
17.032733836019823,5689254.755102041,10.130347349205795
17.032733836019823,5838967.959183674,10.130347349205795
17.032733836019823,5988681.1632653065,10.130347349205795
17.032733836019823,6138394.367346939,10.130347349205795
17.032733836019823,6288107.571428572,10.130347349205795
17.032733836019823,6437820.775510205,10.130347349205795
17.032733836019823,6587533.979591837,10.130347349205795
17.032733836019823,6737247.183673469,10.130347349205795
17.032733836019823,6886960.3877551025,10.130347349205795
17.032733836019823,7036673.591836736,10.130347349205795
17.032733836019823,7186386.795918368,10.130347349205795
17.032733836019823,7336100,10.130347349205795
16.19185174764721,153,10.956937030870087
17.032733836019823,149866.20408163266,10.956937030870087
17.032733836019823,299579.4081632653,10.956937030870087
17.032733836019823,449292.612244898,10.956937030870087
17.032733836019823,599005.8163265307,10.956937030870087
17.032733836019823,748719.0204081633,10.956937030870087
17.032733836019823,898432.224489796,10.956937030870087
17.032733836019823,1048145.4285714286,10.956937030870087
17.032733836019823,1197858.6326530613,10.956937030870087
17.032733836019823,1347571.836734694,10.956937030870087
17.032733836019823,1497285.0408163266,10.956937030870087
17.032733836019823,1646998.2448979593,10.956937030870087
17.032733836019823,1796711.448979592,10.956937030870087
17.032733836019823,1946424.6530612246,10.956937030870087
17.032733836019823,2096137.8571428573,10.956937030870087
17.032733836019823,2245851.06122449,10.956937030870087
17.032733836019823,2395564.2653061226,10.956937030870087
17.032733836019823,2545277.4693877553,10.956937030870087
17.032733836019823,2694990.673469388,10.956937030870087
17.032733836019823,2844703.8775510206,10.956937030870087
17.032733836019823,2994417.0816326533,10.956937030870087
17.032733836019823,3144130.285714286,10.956937030870087
17.032733836019823,3293843.4897959186,10.956937030870087
17.032733836019823,3443556.6938775512,10.956937030870087
17.032733836019823,3593269.897959184,10.956937030870087
17.032733836019823,3742983.1020408166,10.956937030870087
17.032733836019823,3892696.306122449,10.956937030870087
17.032733836019823,4042409.510204082,10.956937030870087
17.032733836019823,4192122.7142857146,10.956937030870087
17.032733836019823,4341835.918367347,10.956937030870087
17.032733836019823,4491549.12244898,10.956937030870087
17.032733836019823,4641262.326530613,10.956937030870087
17.032733836019823,4790975.530612245,10.956937030870087
17.032733836019823,4940688.734693877,10.956937030870087
17.032733836019823,5090401.9387755105,10.956937030870087
17.032733836019823,5240115.142857144,10.956937030870087
17.032733836019823,5389828.346938776,10.956937030870087
17.032733836019823,5539541.551020408,10.956937030870087
17.032733836019823,5689254.755102041,10.956937030870087
17.032733836019823,5838967.959183674,10.956937030870087
17.032733836019823,5988681.1632653065,10.956937030870087
17.032733836019823,6138394.367346939,10.956937030870087
17.032733836019823,6288107.571428572,10.956937030870087
17.032733836019823,6437820.775510205,10.956937030870087
17.032733836019823,6587533.979591837,10.956937030870087
17.032733836019823,6737247.183673469,10.956937030870087
17.032733836019823,6886960.3877551025,10.956937030870087
17.032733836019823,7036673.591836736,10.956937030870087
17.032733836019823,7186386.795918368,10.956937030870087
17.032733836019823,7336100,10.956937030870087
16.19185174764721,153,11.783526712534378
17.032733836019823,149866.20408163266,11.783526712534378
17.032733836019823,299579.4081632653,11.783526712534378
17.032733836019823,449292.612244898,11.783526712534378
17.032733836019823,599005.8163265307,11.783526712534378
17.032733836019823,748719.0204081633,11.783526712534378
17.032733836019823,898432.224489796,11.783526712534378
17.032733836019823,1048145.4285714286,11.783526712534378
17.032733836019823,1197858.6326530613,11.783526712534378
17.032733836019823,1347571.836734694,11.783526712534378
17.032733836019823,1497285.0408163266,11.783526712534378
17.032733836019823,1646998.2448979593,11.783526712534378
17.032733836019823,1796711.448979592,11.783526712534378
17.032733836019823,1946424.6530612246,11.783526712534378
17.032733836019823,2096137.8571428573,11.783526712534378
17.032733836019823,2245851.06122449,11.783526712534378
17.032733836019823,2395564.2653061226,11.783526712534378
17.032733836019823,2545277.4693877553,11.783526712534378
17.032733836019823,2694990.673469388,11.783526712534378
17.032733836019823,2844703.8775510206,11.783526712534378
17.032733836019823,2994417.0816326533,11.783526712534378
17.032733836019823,3144130.285714286,11.783526712534378
17.032733836019823,3293843.4897959186,11.783526712534378
17.032733836019823,3443556.6938775512,11.783526712534378
17.032733836019823,3593269.897959184,11.783526712534378
17.032733836019823,3742983.1020408166,11.783526712534378
17.032733836019823,3892696.306122449,11.783526712534378
17.032733836019823,4042409.510204082,11.783526712534378
17.032733836019823,4192122.7142857146,11.783526712534378
17.032733836019823,4341835.918367347,11.783526712534378
17.032733836019823,4491549.12244898,11.783526712534378
17.032733836019823,4641262.326530613,11.783526712534378
17.032733836019823,4790975.530612245,11.783526712534378
17.032733836019823,4940688.734693877,11.783526712534378
17.032733836019823,5090401.9387755105,11.783526712534378
17.032733836019823,5240115.142857144,11.783526712534378
17.032733836019823,5389828.346938776,11.783526712534378
17.032733836019823,5539541.551020408,11.783526712534378
17.032733836019823,5689254.755102041,11.783526712534378
17.032733836019823,5838967.959183674,11.783526712534378
17.032733836019823,5988681.1632653065,11.783526712534378
17.032733836019823,6138394.367346939,11.783526712534378
17.032733836019823,6288107.571428572,11.783526712534378
17.032733836019823,6437820.775510205,11.783526712534378
17.032733836019823,6587533.979591837,11.783526712534378
17.032733836019823,6737247.183673469,11.783526712534378
17.032733836019823,6886960.3877551025,11.783526712534378
17.032733836019823,7036673.591836736,11.783526712534378
17.032733836019823,7186386.795918368,11.783526712534378
17.032733836019823,7336100,11.783526712534378
16.19185174764721,153,12.61011639419867
17.032733836019823,149866.20408163266,12.61011639419867
17.032733836019823,299579.4081632653,12.61011639419867
17.032733836019823,449292.612244898,12.61011639419867
17.032733836019823,599005.8163265307,12.61011639419867
17.032733836019823,748719.0204081633,12.61011639419867
17.032733836019823,898432.224489796,12.61011639419867
17.032733836019823,1048145.4285714286,12.61011639419867
17.032733836019823,1197858.6326530613,12.61011639419867
17.032733836019823,1347571.836734694,12.61011639419867
17.032733836019823,1497285.0408163266,12.61011639419867
17.032733836019823,1646998.2448979593,12.61011639419867
17.032733836019823,1796711.448979592,12.61011639419867
17.032733836019823,1946424.6530612246,12.61011639419867
17.032733836019823,2096137.8571428573,12.61011639419867
17.032733836019823,2245851.06122449,12.61011639419867
17.032733836019823,2395564.2653061226,12.61011639419867
17.032733836019823,2545277.4693877553,12.61011639419867
17.032733836019823,2694990.673469388,12.61011639419867
17.032733836019823,2844703.8775510206,12.61011639419867
17.032733836019823,2994417.0816326533,12.61011639419867
17.032733836019823,3144130.285714286,12.61011639419867
17.032733836019823,3293843.4897959186,12.61011639419867
17.032733836019823,3443556.6938775512,12.61011639419867
17.032733836019823,3593269.897959184,12.61011639419867
17.032733836019823,3742983.1020408166,12.61011639419867
17.032733836019823,3892696.306122449,12.61011639419867
17.032733836019823,4042409.510204082,12.61011639419867
17.032733836019823,4192122.7142857146,12.61011639419867
17.032733836019823,4341835.918367347,12.61011639419867
17.032733836019823,4491549.12244898,12.61011639419867
