Q,max_south_extent,max_IWV_ais
0.25365418178761845,-85,3.271653652191162
0.24964675962070132,-84.56122448979592,3.271653652191162
0.24964675962070132,-84.12244897959184,3.271653652191162
0.24964675962070132,-83.68367346938776,3.271653652191162
0.24964675962070132,-83.24489795918367,3.271653652191162
0.24964675962070132,-82.8061224489796,3.271653652191162
0.24964675962070132,-82.36734693877551,3.271653652191162
0.24964675962070132,-81.92857142857143,3.271653652191162
0.24964675962070132,-81.48979591836735,3.271653652191162
0.24964675962070132,-81.05102040816327,3.271653652191162
0.24964675962070132,-80.61224489795919,3.271653652191162
0.24964675962070132,-80.1734693877551,3.271653652191162
0.24964675962070132,-79.73469387755102,3.271653652191162
0.24964675962070132,-79.29591836734694,3.271653652191162
0.24964675962070132,-78.85714285714286,3.271653652191162
0.24964675962070132,-78.41836734693878,3.271653652191162
0.24964675962070132,-77.9795918367347,3.271653652191162
0.24964675962070132,-77.54081632653062,3.271653652191162
0.24964675962070132,-77.10204081632654,3.271653652191162
0.24964675962070132,-76.66326530612245,3.271653652191162
0.24964675962070132,-76.22448979591837,3.271653652191162
0.24964675962070132,-75.78571428571429,3.271653652191162
0.24964675962070132,-75.34693877551021,3.271653652191162
0.24964675962070132,-74.90816326530611,3.271653652191162
0.24964675962070132,-74.46938775510205,3.271653652191162
0.24964675962070132,-74.03061224489795,3.271653652191162
0.24964675962070132,-73.59183673469389,3.271653652191162
0.24964675962070132,-73.15306122448979,3.271653652191162
0.24964675962070132,-72.71428571428572,3.271653652191162
0.24964675962070132,-72.27551020408163,3.271653652191162
0.24964675962070132,-71.83673469387755,3.271653652191162
0.24964675962070132,-71.39795918367346,3.271653652191162
0.24964675962070132,-70.95918367346938,3.271653652191162
0.24964675962070132,-70.5204081632653,3.271653652191162
0.24964675962070132,-70.08163265306122,3.271653652191162
0.24964675962070132,-69.64285714285714,3.271653652191162
0.24964675962070132,-69.20408163265306,3.271653652191162
0.24964675962070132,-68.76530612244898,3.271653652191162
0.24964675962070132,-68.3265306122449,3.271653652191162
0.24964675962070132,-67.88775510204081,3.271653652191162
0.24964675962070132,-67.44897959183673,3.271653652191162
0.24964675962070132,-67.01020408163265,3.271653652191162
15526.185849293797,-66.57142857142857,3.271653652191162
15526.185849293797,-66.13265306122449,3.271653652191162
15526.185849293797,-65.6938775510204,3.271653652191162
15526.185849293797,-65.25510204081633,3.271653652191162
15526.185849293797,-64.81632653061224,3.271653652191162
15526.185849293797,-64.37755102040816,3.271653652191162
15526.185849293797,-63.93877551020408,3.271653652191162
15526.185849293797,-63.5,3.271653652191162
0.25365418178761845,-85,3.8018524014219945
0.24964675962070132,-84.56122448979592,3.8018524014219945
0.24964675962070132,-84.12244897959184,3.8018524014219945
0.24964675962070132,-83.68367346938776,3.8018524014219945
0.24964675962070132,-83.24489795918367,3.8018524014219945
0.24964675962070132,-82.8061224489796,3.8018524014219945
0.24964675962070132,-82.36734693877551,3.8018524014219945
0.24964675962070132,-81.92857142857143,3.8018524014219945
0.24964675962070132,-81.48979591836735,3.8018524014219945
0.24964675962070132,-81.05102040816327,3.8018524014219945
0.24964675962070132,-80.61224489795919,3.8018524014219945
0.24964675962070132,-80.1734693877551,3.8018524014219945
0.24964675962070132,-79.73469387755102,3.8018524014219945
0.24964675962070132,-79.29591836734694,3.8018524014219945
0.24964675962070132,-78.85714285714286,3.8018524014219945
0.24964675962070132,-78.41836734693878,3.8018524014219945
0.24964675962070132,-77.9795918367347,3.8018524014219945
0.24964675962070132,-77.54081632653062,3.8018524014219945
0.24964675962070132,-77.10204081632654,3.8018524014219945
0.24964675962070132,-76.66326530612245,3.8018524014219945
0.24964675962070132,-76.22448979591837,3.8018524014219945
0.24964675962070132,-75.78571428571429,3.8018524014219945
0.24964675962070132,-75.34693877551021,3.8018524014219945
0.24964675962070132,-74.90816326530611,3.8018524014219945
0.24964675962070132,-74.46938775510205,3.8018524014219945
0.24964675962070132,-74.03061224489795,3.8018524014219945
0.24964675962070132,-73.59183673469389,3.8018524014219945
0.24964675962070132,-73.15306122448979,3.8018524014219945
0.24964675962070132,-72.71428571428572,3.8018524014219945
0.24964675962070132,-72.27551020408163,3.8018524014219945
0.24964675962070132,-71.83673469387755,3.8018524014219945
0.24964675962070132,-71.39795918367346,3.8018524014219945
0.24964675962070132,-70.95918367346938,3.8018524014219945
0.24964675962070132,-70.5204081632653,3.8018524014219945
0.24964675962070132,-70.08163265306122,3.8018524014219945
0.24964675962070132,-69.64285714285714,3.8018524014219945
0.24964675962070132,-69.20408163265306,3.8018524014219945
0.24964675962070132,-68.76530612244898,3.8018524014219945
0.24964675962070132,-68.3265306122449,3.8018524014219945
0.24964675962070132,-67.88775510204081,3.8018524014219945
0.24964675962070132,-67.44897959183673,3.8018524014219945
0.24964675962070132,-67.01020408163265,3.8018524014219945
15526.185849293797,-66.57142857142857,3.8018524014219945
15526.185849293797,-66.13265306122449,3.8018524014219945
15526.185849293797,-65.6938775510204,3.8018524014219945
15526.185849293797,-65.25510204081633,3.8018524014219945
15526.185849293797,-64.81632653061224,3.8018524014219945
15526.185849293797,-64.37755102040816,3.8018524014219945
15526.185849293797,-63.93877551020408,3.8018524014219945
15526.185849293797,-63.5,3.8018524014219945
0.25365418178761845,-85,4.332051150652827
0.24964675962070132,-84.56122448979592,4.332051150652827
0.24964675962070132,-84.12244897959184,4.332051150652827
0.24964675962070132,-83.68367346938776,4.332051150652827
0.24964675962070132,-83.24489795918367,4.332051150652827
0.24964675962070132,-82.8061224489796,4.332051150652827
0.24964675962070132,-82.36734693877551,4.332051150652827
