features,avg_perm_diff
cumulative_landfalling_area,0.018520415301305437
max_south_extent,0.0020544136392164347
max_IWV_ais,5.960317862485631e-4
max_ocean_SLP_gradient,-0.008385607684915808
max_landfalling_v850hPa,0.008955169028856957
avg_landfalling_minomega,0.0019408765176289755
