Q,max_IWV_ais
0.2513741326095209,3.271653652191162
0.2513741326095209,3.8018524014219945
0.2513741326095209,4.332051150652827
0.2513741326095209,4.862249899883659
0.2513741326095209,5.392448649114492
0.2513741326095209,5.922647398345324
0.2513741326095209,6.452846147576158
0.26308532291189896,6.98304489680699
0.3610286082182703,7.5132436460378225
0.3610286082182703,8.043442395268656
0.3610286082182703,8.573641144499486
0.3610286082182703,9.10383989373032
0.49021146325113935,9.634038642961153
0.49021146325113935,10.164237392191986
0.49021146325113935,10.694436141422818
0.49021146325113935,11.22463489065365
0.49021146325113935,11.754833639884483
0.49021146325113935,12.285032389115315
0.49021146325113935,12.815231138346148
0.49021146325113935,13.34542988757698
0.49021146325113935,13.875628636807813
0.49021146325113935,14.405827386038645
0.49021146325113935,14.936026135269477
0.49021146325113935,15.46622488450031
0.49021146325113935,15.996423633731144
0.8826902572960806,16.526622382961975
0.8826902572960806,17.05682113219281
0.8826902572960806,17.587019881423643
0.8826902572960806,18.117218630654474
0.9249577377172206,18.647417379885304
0.9249577377172206,19.17761612911614
0.9249577377172206,19.70781487834697
0.9249577377172206,20.238013627577804
1.3173399069683394,20.768212376808638
1.3173399069683394,21.29841112603947
1.3173399069683394,21.828609875270303
1.3173399069683394,22.358808624501133
1.3173399069683394,22.889007373731967
1.3173399069683394,23.419206122962798
1.3173399069683394,23.949404872193632
1.3173399069683394,24.479603621424463
1.3173399069683394,25.009802370655297
1.3173399069683394,25.540001119886128
1.3173399069683394,26.070199869116962
1.3173399069683394,26.600398618347793
1.3173399069683394,27.130597367578627
1.3173399069683394,27.660796116809458
1.3173399069683394,28.190994866040292
1.3173399069683394,28.721193615271126
1.3173399069683394,29.251392364501957
