cluster,is_landfalling,max_area,mean_area,mean_landfalling_area,cumulative_landfalling_area,duration,start_date,end_date,max_south_extent,max_T2m_ais,avg_V10m_ais,max_V10m_ais,avg_IWV_ais,max_IWV_ais,avg_IWV,max_IWV,min_ocean_SLP,max_ocean_SLP_gradient,max_T2M_anomaly_ais,avg_vIVT_ais,max_vIVT_ais,avg_vIVT,max_vIVT,cumulative_rainfall_ais,cumulative_snowfall_ais,max_landfalling_v850hPa,avg_landfalling_v850hPa
38.0,True,1644734.6163677832,1381853.0514798805,97258.45401548217,85101.14726354691,21.0,1980-02-14 18:00:00,1980-02-15 12:00:00,-72.5,271.81512451171875,-4.551814164016357,1.247925877571106,7.65056937957558,13.71030330657959,22.09102187143257,39.08789825439453,98811.71875,5.772660257386433,10.109649658203125,62.863237201976624,165.07777404785156,499.79447125252454,1169.031005859375,0.0,2606620938077.207,32.898399353027344,21.483922227927156
39.0,True,1583018.7495975483,1383881.6396936416,702175.1628112422,789947.0581626474,33.0,1980-02-17 03:00:00,1980-02-18 09:00:00,-83.0,275.3188171386719,4.220275321193011,15.40599536895752,3.9055569634467187,17.736913681030273,12.428942678675126,40.49458312988281,96367.96875,6.401629456202568,17.606353759765625,51.19923887141673,355.51898193359375,221.71924925524522,1001.92138671875,137850152165.5741,8181322970700.734,31.949996948242188,17.34241122615778
42.0,True,1863410.113622687,1470834.0228111523,64524.94319342728,88721.79689096252,33.0,1980-02-27 06:00:00,1980-02-28 12:00:00,-72.0,267.4414978027344,-3.681688732735065,7.064962863922119,4.2400452332513785,10.30144214630127,27.39939565014189,53.100669860839844,95179.890625,7.7170058181332335,1.58258056640625,67.89412343564281,229.1172332763672,578.5404003077902,1341.7860107421875,0.0,2205569278960.423,28.515548706054688,16.13076577399989
43.0,True,1447484.855206509,1139359.9325800417,233003.84406122917,553384.1296454193,66.0,1980-03-06 09:00:00,1980-03-09 00:00:00,-80.0,273.21087646484375,-3.5977749771078407,8.941062927246094,5.925007971666461,13.048726081848145,15.913657786291639,30.8885498046875,98153.4375,3.975198544181138,14.974441528320312,73.43068836265131,244.53366088867188,311.64482164253053,684.80419921875,11682267878.292934,10433688232507.674,25.092252731323242,17.73187757713726
47.0,True,2590141.264856874,2209106.08941156,37180.47028770283,65065.82300347995,42.0,1980-03-13 15:00:00,1980-03-15 06:00:00,-76.0,272.8771057128906,3.4720715838743406,9.812033653259277,7.969218459975096,13.993805885314941,22.248945598682386,41.972755432128906,96877.078125,5.1756959418193285,15.108428955078125,117.40312238253406,216.10888671875,439.41409527501327,863.8931274414062,0.0,1759803176873.334,32.70989227294922,19.60449557468548
48.0,True,3278989.065661259,2190088.4807742536,201893.50409975054,807574.0163990023,99.0,1980-03-15 12:00:00,1980-03-19 12:00:00,-85.0,273.40338134765625,0.06632781608941204,18.43113136291504,5.227082820273728,19.02695083618164,19.726666958551455,43.65884780883789,96146.4453125,10.097200799379983,23.56414794921875,54.32217612125379,304.26751708984375,435.86435295851345,1540.2169189453125,751259327.6193814,9316079395621.703,41.92267990112305,26.364187970254708
49.0,True,2129743.664692434,1715036.7629899532,70909.55151485285,115228.02121163586,39.0,1980-03-16 00:00:00,1980-03-17 12:00:00,-74.0,270.7056579589844,-2.3988756876169672,19.307693481445312,5.913278012412931,10.329594612121582,17.90687771446689,38.314998626708984,94316.296875,7.974568227914055,9.5692138671875,93.89987367476142,226.22677612304688,483.15688530645787,1348.92822265625,970824313.8565056,4937493094443.573,43.7806510925293,25.70561715942721
52.0,True,2098023.923431867,1983490.1871664887,653038.6691054837,326519.33455274184,12.0,1980-03-18 21:00:00,1980-03-19 06:00:00,-85.0,272.7325439453125,6.347972289421529,13.2193021774292,2.4855745637281244,11.499443054199219,12.31118365076469,28.26132583618164,97381.1875,4.593331391997518,14.168930053710938,27.8942885103018,121.60336303710938,264.15373419209465,750.0662231445312,0.0,4764604954622.226,28.2919979095459,18.082310343890704
58.0,True,1635508.2974651386,1594891.362991561,977662.8671303028,244415.71678257568,6.0,1980-03-24 18:00:00,1980-03-24 21:00:00,-85.0,269.9815673828125,-2.504621249620392,10.64724349975586,1.9654252667899963,10.198419570922852,6.204751741261747,18.52263832092285,98950.453125,7.48701924387156,19.336944580078125,20.663362468152005,108.8655776977539,82.31283675806952,372.26910400390625,0.0,1420338441544.1917,21.813430786132812,11.423911996546897
60.0,True,1304807.8372838576,1127659.1332256328,153.8502788847019,173.08156374528966,27.0,1980-03-26 06:00:00,1980-03-27 06:00:00,-69.0,268.78875732421875,-1.8609126806259155,0.0,9.399429321289062,9.399429321289062,23.56843402152389,44.95098114013672,96658.6875,4.255461197933738,6.727630615234375,101.03836059570312,101.03836059570312,489.30661602524407,1115.3963623046875,0.0,22366298179.338863,23.743589401245117,16.04802633823197
62.0,True,1054372.8729120465,969514.9495955297,64972.10657276314,64972.10657276314,24.0,1980-03-27 21:00:00,1980-03-28 18:00:00,-73.5,272.80438232421875,-2.437241210879994,8.006942749023438,6.133062126910609,11.50538158416748,18.477230508790385,38.9829216003418,97187.0625,5.508188539564047,9.921356201171875,63.599519255084644,154.37611389160156,369.841772895371,786.011474609375,0.0,2339441432289.1304,30.970983505249023,19.53287184021905
63.0,True,2124436.222031119,1929169.1302609306,192326.76283132433,288490.14424698654,36.0,1980-03-28 21:00:00,1980-03-30 06:00:00,-74.5,271.900390625,-7.296080258040352,1.4359272718429565,5.066212891051848,12.658618927001953,22.818957440915383,42.83219528198242,95432.828125,8.480945366807292,15.8052978515625,51.7843665291924,221.81576538085938,557.5507531317901,1365.690185546875,651405907.0795987,8242512114173.652,37.808658599853516,23.00806404401051
69.0,True,1540489.5906095481,1327700.8411088602,388270.4959009478,922142.427764751,63.0,1980-04-04 21:00:00,1980-04-07 09:00:00,-85.0,273.275634765625,8.371059933525439,22.501218795776367,7.098546138546644,14.971168518066406,12.872132137503622,24.487524032592773,97241.875,2.7539249274990896,23.72589111328125,119.0705419397094,268.90362548828125,246.7498462570492,634.17138671875,3618702248.2890162,11867419513620.45,28.20633316040039,19.292236708633503
71.0,True,832460.1370197277,832460.1370197277,31625.19600728803,3953.1495009110035,3.0,1980-04-09 09:00:00,1980-04-09 09:00:00,-74.5,271.67169189453125,3.067426557695008,6.433282852172852,11.886064451063172,12.66761589050293,16.531119300268756,21.59730339050293,98797.2109375,2.723315897715308,17.311813354492188,123.57537520868009,149.56570434570312,281.99887035495817,460.28900146484375,0.0,356014351487.82556,22.372718811035156,16.93993355535425
72.0,True,4240010.273738903,3329069.0195715837,1900814.1205817,5702442.3617451005,72.0,1980-04-14 21:00:00,1980-04-17 18:00:00,-85.0,273.8408203125,2.8163979869606948,26.5135498046875,2.3848783855513673,19.508277893066406,11.607301120641026,43.37561798095703,95340.671875,5.83779628015084,32.22190856933594,42.26433902073889,707.450439453125,267.94653823485197,1131.341552734375,6897056322.274671,38161433903179.125,33.354888916015625,21.558510864071586
84.0,True,2844201.023748869,2386407.1373477755,1022599.355485339,1789548.872099343,42.0,1980-05-07 06:00:00,1980-05-08 21:00:00,-84.5,270.3876037597656,-3.876023128575514,7.637866497039795,2.68564297727344,12.548440933227539,11.988886571550442,29.488492965698242,96247.75,6.499641308359657,28.356475830078125,35.58483092920891,162.5799560546875,231.46178779042415,715.9202880859375,0.0,15103173729531.275,29.5982666015625,19.779643925814323
85.0,True,2150388.604927569,1814539.9056252714,338156.46063690056,1056738.939490314,75.0,1980-05-10 15:00:00,1980-05-13 15:00:00,-85.0,272.7713317871094,8.538752479165266,31.128826141357422,6.361837215056966,17.052793502807617,14.328332819142807,46.408260345458984,97159.453125,5.760826610385811,29.467727661132812,110.52459536112917,337.7390441894531,275.3397176624861,1214.1795654296875,6062340274.368261,9193356320506.145,33.91910934448242,20.490227870198744
86.0,True,151850.4092566726,151850.4092566726,147759.51336376052,18469.93917047007,3.0,1980-05-11 18:00:00,1980-05-11 18:00:00,-73.0,270.3239440917969,1.2948729096386546,7.107134819030762,3.267155416963734,6.479457378387451,3.3337364342385043,6.479457378387451,99314.21875,4.187236438829695,19.226974487304688,35.35028536268833,81.32280731201172,36.59716175191001,82.44251251220703,0.0,418264275553.9915,17.015430450439453,15.735285496148922
90.0,True,1745183.1353808956,1480060.7804518256,619246.152478481,851463.4596579113,33.0,1980-05-24 06:00:00,1980-05-25 12:00:00,-85.0,271.3439025878906,9.181794610783797,28.279930114746094,5.759579586605737,10.981760025024414,9.10123591513512,18.001924514770508,96508.125,4.16437345328978,31.663711547851562,116.79926474693428,331.8011474609375,189.61247598941694,406.2607116699219,0.0,13107871173023.838,28.197904586791992,20.225399785075478
91.0,True,1503990.0663766651,1461590.3088102506,512038.74067481776,256019.37033740885,12.0,1980-05-26 12:00:00,1980-05-26 21:00:00,-85.0,271.66510009765625,6.823810304278678,25.96221923828125,4.953108951469859,12.83415412902832,9.527131859185564,16.793964385986328,96898.4765625,4.370689561478682,22.724777221679688,95.78300049112613,304.82806396484375,214.40988152925604,435.48309326171875,1649652196.2436404,6625639708976.292,30.365154266357422,21.08474588482725
92.0,True,2584489.5053758877,2157457.3184824027,1331379.0055618421,3661292.265295065,72.0,1980-05-29 03:00:00,1980-06-01 00:00:00,-84.5,271.139892578125,0.2883122777104029,16.853986740112305,2.8994511578698883,13.17520809173584,9.08852287852331,29.728944778442383,97979.984375,5.440020387719,33.009857177734375,40.12951375687142,213.85000610351562,167.59074524924537,718.2156982421875,209435577.1322218,26645574312383.02,28.65093421936035,19.10503033288469
93.0,True,2579557.7035937128,1773051.5816121218,107624.06915798488,322872.20747395465,75.0,1980-05-30 15:00:00,1980-06-02 15:00:00,-84.5,272.99853515625,8.011763420234665,24.14486312866211,5.703221774047301,13.364233016967773,19.037809790849348,34.090457916259766,95635.640625,4.22607808517825,22.402542114257812,111.96750648655565,284.97955322265625,485.5856994533822,920.2213134765625,31142858.03343041,7517520354976.732,38.07246398925781,27.95584174467225
95.0,True,1804818.583328982,1532031.666398485,356895.86896246305,624567.7706843104,42.0,1980-06-02 03:00:00,1980-06-03 18:00:00,-78.0,270.1294860839844,-3.7374968552201304,7.615199089050293,4.391227671650573,12.329338073730469,15.577965299672357,32.79848861694336,95622.1171875,6.154745269281278,28.662353515625,68.07141550080051,256.10675048828125,410.4337733021499,962.0133666992188,0.0,10051926407936.426,39.30295181274414,25.434571207109844
97.0,True,1372728.3589803618,1233647.3515397352,193252.10233201407,217408.61512351586,27.0,1980-06-07 18:00:00,1980-06-08 18:00:00,-74.5,269.6711120605469,-3.586465297916681,9.022590637207031,4.187819332560549,11.080195426940918,15.814462811411188,27.46315574645996,96312.6875,6.4889298256431625,18.480697631835938,76.60012852393541,235.9899139404297,377.3749825266487,801.8064575195312,0.0,7440748533439.24,32.31876754760742,20.092488525600828
98.0,True,1248679.0424778808,1140965.8468824148,592863.7875893895,370539.86724336847,18.0,1980-06-09 18:00:00,1980-06-10 09:00:00,-85.0,271.7958984375,6.728364828133659,19.757671356201172,4.492437873807125,11.743803977966309,8.191262193054564,15.168495178222656,96360.71875,5.0365813503423125,20.177932739257812,94.81509590672424,246.22866821289062,161.7748814823341,320.0750732421875,0.0,10139815983959.9,23.65346336364746,19.739423184482362
101.0,True,1501961.9463056363,1098999.3053829144,17390.54843225106,47824.00818869042,66.0,1980-06-15 12:00:00,1980-06-18 03:00:00,-74.0,254.83502197265625,-4.151891817576901,3.6966466903686523,2.9616630808395605,6.171131134033203,17.48128984094961,27.658714294433594,97568.65625,5.935061247950553,9.840652465820312,41.960408825299915,105.40629577636719,388.8513806982399,630.7124633789062,0.0,803786142173.747,27.73295021057129,20.57733329670896
103.0,True,1620783.5299453945,1239945.0676792057,315136.9154631915,748450.17422508,57.0,1980-06-18 15:00:00,1980-06-20 21:00:00,-85.0,266.0022277832031,11.658811013000614,29.497102737426758,3.6501245379566067,7.2719621658325195,8.693934169306218,30.280420303344727,95863.8125,4.896570721363407,25.637252807617188,87.56736650207978,264.92816162109375,213.69606678220399,600.3826904296875,0.0,6918512574191.385,36.02071762084961,24.300156014742274
104.0,True,2585387.5246647093,2109613.5757130478,98365.91342110596,233619.04437512663,57.0,1980-06-22 15:00:00,1980-06-24 21:00:00,-77.0,271.9056396484375,5.620924087681506,16.224119186401367,5.402104601294866,9.902865409851074,15.705340838609319,36.21754455566406,95713.0703125,5.517668410746269,22.262649536132812,107.36069966608041,291.6310119628906,314.40377345781707,902.1407470703125,98364915.17477342,3988980078381.93,31.156986236572266,19.702637060987133
