Label,max_area,mean_landfalling_area,cumulative_landfalling_area,duration,max_south_extent,region,max_T2M_anomaly_ais,max_IWV_ais,max_IWV_anomaly_ais,max_ocean_SLP_gradient,cumulative_rainfall_ais,cumulative_snowfall_ais,avg_landfalling_minomega,max_landfalling_v850hPa,max_vIVT_ais
1988_16,1991632,145410,308998,51,-80.0,East 1,16.114517211914062,8.326163291931152,4.632737636566162,5.6805919228558,0.0,0.8269868730935991,-0.693797193177798,40.52707290649414,198.6994171142578
1988_17,1511981,25397,66667,63,-78.0,West,14.63079833984375,11.531634330749512,7.27275276184082,4.834267588510211,2.671271018993983e-05,0.27474035107456024,-0.3608071804046631,34.16766357421875,188.89340209960935
1988_18,3258535,5027,7541,36,-67.0,East 2,2.8348388671875,9.4804048538208,5.452243328094482,7.245606274100847,0.0,0.08120298961165512,-0.7489429402216184,22.06873893737793,142.1102294921875
1988_20,2812666,672680,1261275,45,-82.5,East 2,28.856948852539062,14.900246620178224,11.294166564941406,4.177270720804735,5.11627380015611e-06,1.6327991193200642,-0.6198103867316149,25.049455642700195,329.5888061523437
1988_21,1829747,79682,109563,33,-75.0,East 1,12.121780395507812,8.34228801727295,4.594322681427002,4.714809364152369,0.0,0.4107738289253367,-0.2958597987890243,40.20253372192383,177.72479248046875
1988_22,1220373,42607,42607,24,-71.5,East 2,14.003448486328123,11.1287841796875,8.066125869750977,6.525113458928311,0.0,0.20517972444758603,-0.8465553768765806,27.911596298217773,199.35855102539065
1988_23,1275183,133846,33461,6,-70.0,East 2,9.636398315429688,9.544048309326172,6.45770263671875,5.493741975407351,0.0,0.18755354621573422,-0.9081025131033428,25.378664016723636,222.8633728027344
1988_27,2320379,967847,2661580,66,-80.5,East 2,34.72535705566406,12.761744499206545,9.313380241394045,5.623010877482737,0.0008038357942474237,2.551573151705632,-0.3542583904373309,30.726791381835938,214.5817108154297
1988_28,3124585,1214488,1214488,24,-85.0,East 1,25.04258728027344,8.126383781433105,5.478099346160889,8.630893075854614,0.0,0.6417341791679949,-0.6561398673574343,28.92584228515625,160.30381774902344
1988_30,1782866,281908,740010,63,-83.5,East 1,22.042755126953125,8.568087577819824,5.862414360046387,6.925833272351301,0.0,0.6827949898122,-0.5695432662963867,34.79914093017578,141.84295654296875
1988_31,1694100,16665,27082,39,-80.0,West,26.385284423828125,9.71092128753662,6.173256874084473,5.138293102848898,0.0,0.1835898465942733,-0.5371805279739709,39.31438064575195,162.1248016357422
1988_32,1560021,424741,743297,42,-85.0,West,25.57342529296875,10.07703685760498,6.482619285583496,5.1731202108322965,0.0,0.9253299629779465,-0.3784980793911373,26.510875701904297,195.76449584960935
1988_33,898798,605409,75676,3,-83.0,West,17.944091796875,9.66681671142578,5.912592887878418,4.990084099957025,0.0,0.4090695405057893,-0.647436768672356,21.981719970703125,161.9013671875
1988_34,1320094,150719,282599,45,-77.0,East 2,26.11289978027344,11.958105087280272,9.328531265258787,5.37251303253155,0.0,0.5705729639293317,-0.5726799908723057,31.232023239135746,235.8246917724609
1988_35,1722644,509483,891595,42,-80.5,East 2,23.114669799804688,10.89675521850586,8.267181396484375,8.754843212316633,2.8389611223896887e-05,0.9264430991793936,-1.1067465808957009,30.95292854309082,178.07618713378906
1988_36,1737711,306077,497376,39,-75.0,East 1,15.885421752929688,6.782602310180664,4.564488410949707,7.298068716434247,0.0,0.6055128413153912,-0.7053737601480704,30.941295623779297,160.5991668701172
1988_37,1229743,72891,100226,33,-83.0,West,18.91259765625,6.656668186187744,3.99675178527832,4.345902244851709,0.0,0.23717865218713105,-0.5703914165496824,29.339754104614254,163.0264892578125
1988_38,3133337,1047864,2357695,54,-85.0,West,36.07563781738281,11.619242668151855,8.053526878356934,3.2580085184442904,0.0019167078695735977,2.828171645875014,-0.7858152434372754,25.43206214904785,307.4337158203125
1988_39,651467,212853,26606,3,-70.5,East 2,10.34576416015625,8.427178382873535,5.644824028015137,7.415818244812171,0.0,0.12863807754274165,-0.8281995624423317,27.097530364990234,175.9645233154297
1988_40,1860776,276116,931891,81,-85.0,West,28.775161743164062,10.311813354492188,7.639022827148437,3.542605271831676,0.0,1.3781316772913614,-1.0005830065513548,27.98579978942871,191.6414794921875
1988_42,33830,6255,781,3,-66.5,East 1,3.340301513671875,3.584652900695801,1.5452494621276855,4.570933701573475,0.0,0.006560159169452081,-1.3289988038554938,17.124679565429688,49.02837371826172
1988_43,2392766,499688,437227,21,-84.0,West,31.769088745117188,10.965127944946287,8.373286247253418,7.086572081615044,8.862812058663924e-05,0.7590909067274167,-0.7687080052754952,37.41191482543945,314.1560363769531
1988_44,1413189,256247,160154,15,-77.5,East 1,18.83187866210937,7.256621837615967,5.123843193054199,7.481896172730699,0.0,0.2138330659211315,-0.623246678500925,30.861555099487305,94.25135803222656
1988_46,1904420,96,157,39,-71.5,East 1,1.7650909423828125,4.633596420288086,2.408945083618164,6.860294906157546,0.0,0.0005882414286396495,-0.3266705572605133,30.08492088317871,90.7732391357422
1988_47,1616235,174960,349920,48,-73.0,East 2,14.711517333984377,10.513158798217772,7.432007789611816,7.838718317819027,0.0,0.6643074069245334,-0.8746036812854071,32.61149597167969,206.85971069335935
1988_48,836738,154493,57934,9,-73.0,West,14.217376708984377,12.24557399749756,7.817730903625488,7.84145819615367,1.6948246514558108e-09,0.19496902711586891,-0.5754572594362193,30.52593421936035,295.28631591796875
1988_50,1892643,146644,293288,48,-85.0,West,21.77239990234375,11.066792488098145,7.946703910827637,3.890322763928157,0.0,0.5379753993689887,-0.4029541833279674,23.57491683959961,235.7086944580078
1988_51,1179383,1839,919,12,-74.5,West,3.03662109375,6.619138717651367,3.0350067615509038,10.3888998602876,0.0,0.008473494305710472,-0.7191649677949171,33.31538009643555,116.97966766357422
1988_53,3221924,598617,2020333,81,-85.0,West,24.961456298828125,12.346434593200684,7.846838474273682,6.644574985749565,0.0002954375336776671,2.471916886769989,-0.8654537018986964,30.227619171142575,340.3222961425781
1988_54,2330267,320475,640951,48,-84.0,East 2,19.383865356445312,8.608147621154785,6.470646858215332,8.051136119768733,0.0,0.4225589569250499,-0.4932472130437081,31.228458404541016,91.56100463867188
1988_55,1712690,9617,13224,33,-69.0,East 2,7.070556640625,7.425080299377441,4.193192481994629,7.056631485389993,0.0,0.013897414535328775,-0.3999171088209867,27.60910415649414,119.0071792602539
1988_56,2434216,131239,262479,48,-74.0,East 1,5.2694091796875,7.887237071990967,4.18271541595459,8.012409410667425,0.0,0.49907582611887247,-0.5228761248837129,34.150177001953125,129.20785522460938
1988_57,1588417,1024,1920,45,-72.5,West,3.33343505859375,12.16574478149414,6.9380621910095215,5.07129159564572,5.027253840257587e-05,0.02199514891573313,-0.5317971305349882,24.553865432739254,220.4144287109375
1988_58,1602607,344941,258705,18,-74.5,East 1,10.629074096679688,10.07664394378662,6.250184535980225,6.362439753414722,3.237066227511233e-06,0.406065270510562,-0.6111573691776108,20.885942459106445,101.83973693847656
1988_59,2018601,21090,39544,45,-72.5,East 1,1.0858001708984375,6.691891670227051,2.299346208572388,5.162119147124379,0.0,0.06258674162948609,-0.2903172223096026,24.743452072143555,31.79059410095215
1988_60,2860000,185555,672640,87,-77.0,West,9.4417724609375,24.3090763092041,16.728641510009766,4.18682148661828,0.11105835598618957,1.0144521219319667,-0.5989741845948757,28.789703369140625,654.4782104492188
1989_1,1374265,159184,159184,24,-85.0,West,8.996185302734375,12.992225646972656,7.202094554901123,3.602710287434041,4.548978429754352e-06,0.13934596283593645,-0.1554755331680863,24.249731063842773,118.03269958496094
1989_2,1490358,99125,210642,51,-74.5,East 1,8.401046752929688,14.085785865783691,7.87401008605957,3.985796371820053,0.006639673504577169,0.6015416910430633,-0.3632947668209837,21.291667938232425,228.0467834472656
1989_3,576711,9113,3417,9,-69.5,East 1,2.636566162109375,8.103405952453613,2.0518922805786133,5.109409246420711,7.299362593091847e-06,0.012085798356564816,-0.6096843793270674,24.76211166381836,125.2672348022461
1989_7,2023374,127263,365883,69,-81.5,West,12.8179931640625,23.04997444152832,14.369626998901367,5.287272540633272,0.08856333147345952,0.802043089146645,-0.5383706251257926,26.91974639892578,514.428466796875
1989_8,2192678,363644,818200,54,-81.0,West,26.49183654785156,21.512435913085938,14.087173461914062,3.968882518538896,0.06929711146751619,1.1656879197874823,-0.4876926791806794,30.44074058532715,521.7060546875
1989_10,1173158,7659,3829,12,-73.5,West,6.22662353515625,15.61586093902588,7.6411051750183105,7.474235916300562,0.001618864195810805,0.010189970183263541,-0.659274146685755,27.10415267944336,316.30145263671875
1989_11,1841580,121868,198036,39,-82.0,East 2,14.114242553710938,4.104161262512207,2.5220394134521484,6.085188235742907,0.0,0.11340179594141861,-0.775103208300335,37.36349868774414,38.38127136230469
1989_12,2851418,17423,28312,39,-84.0,East 2,12.299911499023438,9.016468048095703,5.592885494232178,4.659293877902251,0.0,0.010786190519214206,-0.1226192783746669,31.825532913208008,105.72818756103516
1989_15,2358268,62986,118100,45,-71.0,East 2,9.893508911132812,10.992969512939451,7.961311340332031,7.17551095723038,0.0,0.39066973747186584,-1.854889640299925,37.79868698120117,177.35679626464844
1989_17,1372394,205556,462501,54,-83.5,West,19.21640014648437,14.596787452697754,10.361200332641602,6.0588973614924,0.0006413776875943541,0.8367085587949876,-0.6454126606164079,41.200103759765625,347.32781982421875
1989_18,159306,26561,3320,3,-66.5,East 2,3.327850341796875,8.013667106628418,4.156634330749512,6.977210499005674,0.0,0.01325837409457254,-0.5449444813929647,21.459333419799805,112.36898803710938
1989_19,1779636,93,258,66,-74.5,West,4.5611572265625,6.949827194213867,2.946805477142334,5.846931497034051,0.0,0.002845313071416568,-1.323766112327576,46.07582473754883,130.98011779785156
1989_20,2696957,171809,300666,42,-82.5,West,19.813201904296875,21.163698196411133,15.45376968383789,4.216529166439367,0.003142836990843779,1.0740974800696936,-0.5357175257123641,29.03899574279785,360.84173583984375
1989_21,1256268,238793,59698,6,-78.5,East 1,14.1036376953125,7.372459888458252,4.390523910522461,5.25263678014932,0.0,0.3413043429617585,-0.6715832992256442,29.15937042236328,180.1748962402344
1989_24,2128284,70571,105857,36,-72.0,East 1,7.134033203125,7.217174530029297,4.316854476928711,5.690819141784279,0.0,0.11596530292104837,-0.6183051505997017,31.91572570800781,111.84318542480467
1989_26,3008578,142865,535744,90,-82.0,East 1,21.24107360839844,11.975852966308594,9.34366512298584,5.868137465465332,0.0,1.18939496616987,-1.0939537213005603,37.48532104492188,211.7979736328125
1989_27,933460,111908,125896,27,-78.5,West,27.961593627929688,11.453021049499512,7.3417229652404785,3.792250395601723,0.00027050962035719025,0.412873932836705,-0.9181844731917628,35.597450256347656,243.3668670654297
1989_28,1358793,474126,414860,21,-85.0,West,26.00086975097656,11.85678482055664,7.809453964233398,7.289424340612594,0.0005031471948096093,0.8290904029012983,-0.7847251305097476,31.136423110961918,289.044677734375
1989_29,1170499,58253,36408,15,-72.5,West,14.92236328125,12.389108657836914,7.74321985244751,3.7892261253923247,0.0008524223409136421,0.10763360479447136,-0.5160987813504425,28.827316284179688,281.048583984375
1989_30,1664993,249244,218089,21,-73.0,East 2,14.177230834960938,8.261813163757324,5.293913841247559,8.755239464148783,0.0,0.5696102344544185,-1.2214257765423953,32.35856246948242,169.47207641601562
1989_31,1485001,315836,78959,6,-73.0,East 1,14.096755981445312,6.924290657043457,4.4339985847473145,9.745794646696732,0.0,0.22788065480006095,-0.5343205941367085,28.364622116088867,87.18032836914062
1989_32,471298,326210,81552,6,-77.5,East 2,19.23638916015625,5.785394191741943,3.9923038482666016,8.995377191619529,0.0,0.1048189766163094,-0.6968118040309949,16.68040657043457,85.69915771484375
1989_33,692700,6429,3214,12,-75.5,East 2,2.450836181640625,2.18904972076416,0.8524869680404663,7.155381472062278,0.0,0.004874580727741129,-0.5366335393719315,24.46677017211914,24.73238182067871
1989_34,1625965,230972,606301,63,-85.0,West,26.763427734375,10.522867202758787,6.363144874572754,7.554373362926045,0.00025807000235617586,1.1940904293550207,-0.4646277652266491,43.44720077514648,321.14666748046875
1989_35,1311623,198422,248027,30,-81.0,West,30.946502685546875,10.510321617126465,5.698758602142334,5.649897585447247,4.0001065557592604e-05,0.43116635679944687,-0.6021282208933287,32.22246170043945,214.4618225097656
1989_36,700795,226094,56523,6,-80.0,West,25.77915954589844,7.673815727233887,3.989572286605835,4.065011948669173,0.00014412259267638505,0.21891386027820695,-0.7032669756598015,30.73666000366211,217.7559356689453
1989_37,703199,409126,51140,3,-73.0,East 2,16.65716552734375,7.23316764831543,4.763250350952148,6.338582493204886,0.0,0.16172412050636817,-0.8563675380491758,26.50619888305664,132.25767517089844
1989_38,1344952,4238,6887,39,-70.5,West,10.321563720703123,11.70913791656494,6.953742027282715,4.7945609060671295,0.00010556015074409985,0.03430614675239704,-0.3674135107966409,35.585914611816406,210.4105987548828
1989_40,1625170,523,392,18,-66.0,East 1,2.285263061523437,3.5279805660247803,1.4176535606384275,6.933259220042232,0.0,0.0023805576902708576,-0.7451791167259217,33.70709991455078,70.88772583007812
1989_41,970531,135828,16978,3,-73.0,East 1,18.90840148925781,3.6118316650390634,2.2975010871887207,7.468566167741421,0.0,0.18024689883100592,-0.4889183817457494,34.65769577026367,72.71270751953125
1989_43,1268426,57949,57949,24,-76.0,West,16.651763916015625,14.351262092590332,8.866070747375488,5.766321155857831,0.003347864648307126,0.30987692192375377,-0.7465753297861426,28.24595069885254,232.5078125
1989_44,1642886,362763,181381,12,-74.5,East 2,17.408432006835938,7.843343257904053,5.090048313140869,5.486191053695409,0.0,0.36359427494909724,-0.7850047210032322,30.05845069885254,114.17829132080078
1989_45,1686321,914855,1143569,30,-85.0,East 1,27.92958068847656,7.894045352935791,5.289580345153809,5.42820057319835,0.0,1.0713054913415347,-0.9351871487876896,39.75564193725586,204.67739868164065
1989_46,1023182,2115,793,9,-66.0,East 2,12.032272338867188,6.267341136932373,3.186190366744995,9.287084352183935,0.0,0.008193105156189246,-1.0410747653097598,37.975494384765625,103.45524597167967
1989_47,2512336,1118475,1677712,36,-85.0,East 2,30.00556945800781,10.291933059692385,7.450254440307617,9.539383138145286,7.036398947333372e-06,1.5869024993650451,-0.965706262900614,29.927629470825195,182.0438232421875
1989_48,1787776,24771,58832,57,-75.5,West,17.028671264648438,14.295515060424805,9.654827117919922,7.13542226420423,0.00079677905479811,0.4365404964591618,-1.238912582397461,30.490703582763672,273.65673828125
1989_50,1506439,1118775,699234,15,-82.0,East 2,17.97821044921875,7.976465702056885,4.8413591384887695,7.840984066687225,0.0,0.517502921319221,-0.3098789264447678,22.229890823364254,107.06289672851562
1989_52,1884039,30397,60794,48,-69.5,East 1,7.311111450195312,6.576188564300537,3.6548376083374015,5.232601743242403,0.0,0.12369902244282041,-0.3920386621439957,28.85193634033203,119.4896240234375
1989_53,960912,719779,89972,3,-85.0,West,17.141387939453125,10.93262004852295,7.348487854003906,2.126915682043162,0.0,0.371778762591376,-0.5298011382820824,17.64099884033203,169.33230590820312
1989_54,1358766,266896,400344,36,-75.0,East 1,9.182037353515623,9.806145668029783,5.712138652801514,6.58889194546741,1.8411893244030788e-05,0.5507470046127143,-0.5325527462359567,27.08572006225586,281.5444030761719
1989_56,2885754,261875,752891,69,-85.0,West,9.038482666015623,16.071208953857422,10.162805557250977,7.1148453672860885,0.0003600553843584803,1.0951921373279876,-0.2822496139008925,23.385610580444336,292.5753173828125
1989_58,1323132,49435,55614,27,-68.5,East 2,5.77783203125,12.502252578735352,6.43477725982666,4.106328874135878,0.0002823359138372132,0.2057618596471801,-0.5479300398490633,20.38595390319824,154.85926818847656
1989_59,1067086,12542,14110,27,-68.0,East 2,2.38189697265625,10.102931022644045,4.69234561920166,7.865635948997575,1.1441796649130301e-07,0.07597170067954939,-0.2912033823784044,24.75057601928711,132.41067504882812
1989_60,2090802,532051,1263622,57,-82.5,East 2,11.726882934570312,14.117344856262209,8.052740097045898,5.340228295325162,0.00033208397567906044,1.2206020764918115,-0.5289086103439331,34.29541015625,257.7857666015625
1989_61,1280220,7884,8870,27,-72.5,East 2,4.14263916015625,10.179110527038574,5.472600936889648,4.328607162350465,1.244682530754016e-06,0.02447784079066203,-0.0563756477623581,34.293365478515625,70.48722839355469
1989_62,1323032,161009,60378,9,-70.0,East 2,5.3012542724609375,11.664698600769045,5.369998931884766,3.953972759748089,0.0018570231043990681,0.5593246973956487,-0.6017286649515395,24.7681884765625,154.95994567871094
1989_63,2527739,1761468,880734,12,-82.0,East 2,13.393600463867188,19.82205390930176,14.117734909057615,4.905898232112572,0.012200251940401417,1.3695583388812744,-0.4248659988395329,17.999347686767578,305.98883056640625
1989_64,801464,18649,6993,9,-70.0,East 1,4.8260498046875,7.923833847045898,3.5658416748046875,6.758745365764133,7.937172691973545e-06,0.05459300360017645,-0.25021323694903,22.079912185668945,24.110610961914062
1990_1,1219133,286405,71601,6,-73.0,East 1,7.625152587890625,15.602900505065918,9.551386833190918,6.872366913824931,0.009683635078933576,0.48682408051907267,-0.3638828785144522,25.21087074279785,332.7410888671875
1990_2,736849,348431,130661,9,-78.0,West,10.206024169921877,16.74374008178711,8.044302940368652,4.763628567921709,0.01449650124973764,0.23985472423620122,-0.3208971652329562,22.14739799499512,275.4974670410156
1990_3,1100302,239624,29953,3,-70.0,East 2,10.05548095703125,14.998891830444336,7.975905895233154,5.179590963888915,0.009016008920029208,0.2302575843779372,-0.4466635891653638,19.381959915161133,192.9556121826172
1990_4,840625,109169,13646,3,-68.5,East 2,8.044830322265625,12.26255226135254,6.265256404876709,2.8442163874372715,0.0,0.08709103103140962,-0.5229107794206718,22.36813163757324,111.84278869628906
1990_5,1886236,204547,204547,24,-75.0,East 1,9.640487670898438,10.49176025390625,5.59378719329834,5.788551181506197,0.0,0.410770764961199,-0.343455382415475,32.125526428222656,77.50172424316406
1990_6,1631689,246919,308649,30,-76.5,East 1,14.815475463867188,11.924949645996094,7.197300434112549,5.613000341557514,1.1164418698477114e-08,0.6024593574618495,-0.4300109029161149,27.56013298034668,185.748779296875
1990_7,1361708,145065,163198,27,-77.0,East 1,12.707183837890623,10.340213775634766,5.712386131286621,6.548106933750237,0.0,0.35195407587254496,-0.4015866256888583,29.75479507446289,106.34008026123048
1990_9,1557364,257647,354265,33,-74.0,East 1,14.438980102539062,12.17740535736084,7.958910942077637,5.933890228299439,0.0,0.8970556759824414,-0.7567093985881841,35.829200744628906,250.33335876464844
1990_11,1401332,71813,44883,15,-72.5,East 1,14.126846313476562,6.0855560302734375,3.317454099655152,8.22758382322655,0.0,0.0887752333355752,-0.6752841529103368,28.30158424377441,67.85096740722656
1990_12,261635,207007,25875,3,-71.5,East 2,13.454910278320312,7.901515483856201,4.215550422668457,4.381880326695613,0.0,0.10201147075235104,-0.5911092366590193,16.080615997314453,106.83121490478516
1990_13,1083469,777969,291738,9,-85.0,East 1,19.367752075195312,8.069339752197266,4.621594429016113,5.874143337769148,0.0,0.3141053799195781,-0.5384377924614107,17.459228515625,126.07852935791016
1990_14,2762107,1975021,4937553,60,-85.0,East 1,28.79331970214844,14.837322235107422,10.838053703308104,7.540741741782854,0.009671244582535,1.7968256017186848,-0.3760258987548054,40.09788131713867,323.9378662109375
1990_15,1202699,12556,14126,27,-76.5,East 1,11.917999267578123,9.425902366638184,5.901758670806885,5.185594042605332,0.0,0.02371026268024491,-0.172910651018398,30.803794860839844,194.91818237304688
1990_16,592619,163992,20499,3,-73.5,East 1,12.402816772460938,7.3939690589904785,4.0156025886535645,5.629163801172037,0.0,0.022628949977855563,-0.3175340262171857,18.949243545532227,76.1169662475586
1990_17,1361625,14234,10675,18,-68.0,East 2,11.369186401367188,9.68222713470459,6.23386287689209,6.395964315175679,0.0,0.09194587409445962,-0.7083683013916019,26.503551483154297,142.92047119140625
1990_18,2104877,18000,47251,63,-79.0,West,12.64813232421875,10.587878227233888,7.169486045837402,6.526669217783577,0.0,0.13595700545849077,-0.6622915908316439,23.501678466796875,223.07669067382807
1990_19,2415028,372003,697507,45,-80.0,East 1,22.304946899414062,11.5922269821167,7.915794849395752,4.68775757305139,0.0,0.9140744115762007,-0.7236504152756097,31.8659610748291,230.34097290039065
1990_20,1976955,28946,68748,57,-74.5,East 1,12.96295166015625,7.456437110900879,4.533181667327881,5.107298382051889,0.0,0.15453217485690743,-0.911884721475034,24.057058334350582,140.92172241210938
1990_21,1575228,101709,88995,21,-75.5,East 2,17.685394287109375,7.909936904907227,6.087336540222168,6.495467088848947,0.0,0.21647969815573212,-0.1644697626596362,28.622671127319336,104.76016235351562
1990_23,1257945,336327,210204,15,-83.0,West,26.578414916992188,11.829791069030762,6.849846839904785,9.35853220733851,2.403166593529109e-05,0.5478634542863305,-0.7223848367785813,37.54214096069336,347.29327392578125
1990_24,1922641,533974,734215,33,-85.0,East 1,26.441192626953125,6.0492448806762695,3.4868099689483643,3.244779352975545,0.0,0.44166457756492217,-0.5928901828908527,31.223602294921875,209.44667053222656
1990_26,1923223,73834,64605,21,-75.5,West,18.19618225097656,10.61996078491211,5.844783306121826,8.109375189063728,7.565827552523212e-05,0.17009401840495608,-0.7330926186597443,36.28580474853516,229.72903442382807
1990_27,1393657,804946,603710,18,-79.0,East 2,31.96812438964844,11.15719509124756,8.52762222290039,5.348025659758801,0.0001932801956840111,1.0507027311532893,-0.8659503272800193,27.17642974853516,245.06857299804688
1990_29,1597061,169532,169532,24,-76.0,West,16.473220825195312,12.977314949035645,8.361955642700195,2.8872988799639607,0.0006018790705161426,0.35785351675824906,-0.6035301464369839,26.364315032958984,287.9447021484375
1990_30,1195625,70816,8852,3,-71.5,East 1,16.2376708984375,6.830385208129883,4.393199920654297,6.600543721893554,0.0,0.10032124538405347,-0.7142860480547387,23.93955421447754,111.94247436523438
1990_31,1375507,1173341,586670,12,-85.0,East 1,18.99594116210937,9.2733154296875,7.208173274993896,5.86866638188866,0.0,0.45173125335116737,-0.6377216743297411,28.345701217651367,213.1576690673828
1990_32,1770391,164455,102784,15,-83.5,East 1,22.50889587402344,5.402426242828369,3.175530195236206,4.761704300791372,0.0,0.10051607622205212,-0.7232369370362544,34.17610168457031,99.51871490478516
1990_33,3312470,879416,1648905,45,-83.5,East 1,26.12655639648437,9.665884971618652,7.267220020294189,5.684552553407059,0.0,1.171558848194641,-0.2776914539624927,29.89208984375,266.0255126953125
1990_34,1283772,803133,200783,6,-80.5,East 1,24.19911193847656,7.077370643615723,4.810080528259277,5.977601967197462,0.0,0.25089637423368333,-0.3744637305423375,19.932262420654297,119.10733032226562
1990_35,2446584,870426,761622,21,-82.0,East 2,30.224884033203125,8.686949729919434,6.947018146514893,7.152765654713939,0.0,0.3076582974750325,-0.2733803645905657,30.13694190979004,99.05136108398438
1990_36,2761025,323766,849887,63,-76.5,East 1,18.706527709960938,9.65403938293457,7.310577392578125,7.054085794104842,0.0,1.1363998522640242,-0.5367572147363459,34.62294387817383,271.81939697265625
1990_37,1400380,2079,1559,18,-66.5,East 1,-1.568450927734375,3.7072577476501465,1.7039484977722168,9.82143080930279,0.0,0.011558720645916619,-0.5470659804089976,31.00998306274414,54.17024993896485
1990_38,1856564,214100,133812,15,-83.0,West,28.01747131347656,5.00495719909668,2.832480430603028,3.763994938881178,0.0,0.1418724563607379,-0.5162201835290382,27.62379646301269,87.81721496582031
1990_39,1539035,908,1476,39,-74.0,West,7.3921051025390625,7.121580600738525,4.3007097244262695,6.588789060692683,0.0,0.020533372617276606,-0.6882091558598482,35.48870086669922,121.20245361328124
1990_40,1543001,3136,4312,33,-77.0,West,8.702377319335938,6.48187255859375,3.741887092590332,4.605035882451323,0.0,0.030574531623479357,-1.185760319202711,29.60142135620117,131.76234436035156
1990_42,1618995,477893,298683,15,-76.0,East 2,12.502975463867188,8.95931625366211,5.861691474914551,8.326960224719658,0.0,0.6009215542181213,-0.772695746754018,40.62762451171875,155.2318878173828
1990_43,2078852,715435,1162583,39,-85.0,West,25.195831298828125,12.335430145263672,7.750436782836914,3.246658706865062,7.351536647708044e-05,2.0382031101436557,-1.050537501985532,27.40651512145996,292.7666015625
1990_44,1267793,5939,2969,12,-66.0,East 2,8.542510986328125,6.149460315704346,3.149618864059448,6.208917508231054,0.0,0.02889066491106274,-1.1463873919337149,22.00613212585449,120.27873229980467
1990_47,1717091,46194,80840,42,-73.5,East 1,11.623001098632812,8.942856788635254,6.034692764282227,6.105796187146695,0.0,0.22902199194662914,-0.6700987947965875,38.85152053833008,110.46662902832033
1990_48,2070818,258536,452438,42,-76.0,East 2,14.364212036132812,11.504728317260742,8.023558616638184,7.5760109934225985,5.33348335271283e-06,0.7740503399907952,-0.6562760585179765,27.16290664672852,199.6609649658203
1990_49,819744,2586,646,6,-71.5,West,2.347198486328125,10.64382266998291,3.814980983734131,5.196290876719878,5.809575872275561e-06,0.002965000849351759,-0.4833075255155559,23.580663681030277,197.40853881835935
1990_50,1914421,744730,1303278,42,-82.0,East 2,10.78094482421875,11.3783540725708,7.201977729797363,5.824505650203186,7.589063592461518e-06,1.1921845060952312,-0.4030968389064369,26.170738220214844,193.47479248046875
1990_51,3290128,1294930,6150920,114,-85.0,East 1,20.84893798828125,13.17904281616211,8.77505111694336,5.824767898104748,0.002121916775535684,2.9165011192016475,-0.2881635418225243,37.810035705566406,369.0675659179688
1990_53,1426114,221673,360219,39,-75.5,East 2,7.9609222412109375,16.199901580810547,9.88610553741455,6.38290749789058,0.006477518578510689,0.4289611439046439,-0.3315868020862343,30.88832664489746,359.92413330078125
1990_54,1010696,684037,342018,12,-80.0,East 2,11.038314819335938,13.19719123840332,6.902491569519043,2.2051306166039786,0.0007273282487309993,0.2003942961278472,-0.2746588144545909,17.159082412719727,101.86895751953124
1990_55,1845131,1439,2159,36,-71.0,West,2.554595947265625,12.105972290039062,5.0329203605651855,4.8756167132303965,0.0013163897605706924,0.019052846604279663,-0.5016151070594788,29.618804931640625,274.4329528808594
1990_56,2087174,68734,214795,75,-72.0,East 1,8.751907348632812,13.37709903717041,6.532929420471191,4.890684810630765,0.006467431816576565,0.42769065561359765,-0.3912167501843491,24.2131404876709,198.05123901367188
1991_1,1571975,29582,25884,21,-71.0,West,3.6630859375,16.82284164428711,8.123404502868652,6.743861031717081,0.009421258111571395,0.14275770364392265,-0.5698018647716928,24.52801513671875,295.2958679199219
1991_2,2199360,12009,21016,42,-70.5,West,5.03863525390625,19.747146606445312,11.047709465026855,6.732787285040256,0.00803502691507199,0.05119092860901635,-0.629929107941412,22.79986953735352,373.23779296875
1991_3,2231980,378492,709674,45,-82.5,West,10.150054931640623,18.22821044921875,11.129257202148438,3.502512499684259,0.00593600282876543,1.312954403922811,-0.6424542589047789,26.81060791015625,330.33819580078125
1991_6,2657047,2069445,2586806,30,-85.0,East 2,15.561630249023438,13.976881980895996,7.72386360168457,4.4018766120517805,0.006721825502223389,1.2370949565250524,-0.3373432377412902,17.52301788330078,202.73829650878903
1991_7,1387918,402902,352539,21,-75.5,East 1,14.69757080078125,10.816594123840332,5.081723213195801,4.336251234822637,4.938147260218724e-06,0.24975091640680802,-0.347696821549218,22.69632339477539,152.7666778564453
1991_9,1991020,456939,1199467,63,-85.0,West,14.9549560546875,19.501693725585938,13.700726509094238,4.105315313056295,0.004417633567326809,1.232308782494045,-0.6159456253051757,26.551498413085938,368.7353515625
1991_10,2161434,476466,1191166,60,-85.0,East 1,15.630905151367188,16.172849655151367,10.00740909576416,6.121452152289336,0.003441608169393714,0.7927869477560265,-0.3687800666527742,39.28284454345703,321.6116638183594
1991_11,1097214,4401,6052,33,-71.5,East 1,2.922332763671875,8.74016284942627,2.5747222900390625,5.514583570583561,0.0,0.07310380669885232,-0.4200472235679626,32.74772644042969,109.9732666015625
