date	expver	temp2m	ewvf	swvf	latitude	longitude
2007-01-16	1	-28.997665			-75.0	123.0
2007-01-16	5				-75.0	123.0
2007-01-17	1	-28.858932			-75.0	123.0
2007-01-17	5				-75.0	123.0
2007-01-18	1	-30.02005			-75.0	123.0
2007-01-18	5				-75.0	123.0
2007-01-19	1	-28.592056			-75.0	123.0
2007-01-19	5				-75.0	123.0
2007-01-20	1	-28.675125			-75.0	123.0
2007-01-20	5				-75.0	123.0
2007-01-21	1	-28.795303			-75.0	123.0
2007-01-21	5				-75.0	123.0
2007-01-22	1	-31.549667			-75.0	123.0
2007-01-22	5				-75.0	123.0
2007-01-23	1	-31.898712			-75.0	123.0
2007-01-23	5				-75.0	123.0
2007-01-24	1	-32.858368			-75.0	123.0
2007-01-24	5				-75.0	123.0
2007-01-25	1	-28.06717			-75.0	123.0
2007-01-25	5				-75.0	123.0
2007-01-26	1	-30.977951			-75.0	123.0
2007-01-26	5				-75.0	123.0
2007-01-27	1	-32.882233			-75.0	123.0
2007-01-27	5				-75.0	123.0
2007-01-28	1	-31.688416			-75.0	123.0
2007-01-28	5				-75.0	123.0
2007-01-29	1	-32.692245			-75.0	123.0
2007-01-29	5				-75.0	123.0
2007-01-30	1	-27.548462			-75.0	123.0
2007-01-30	5				-75.0	123.0
2007-01-31	1	-23.453583			-75.0	123.0
2007-01-31	5				-75.0	123.0
2007-02-01	1	-25.075089			-75.0	123.0
2007-02-01	5				-75.0	123.0
2007-02-02	1	-28.558487			-75.0	123.0
2007-02-02	5				-75.0	123.0
2007-02-03	1	-33.584747			-75.0	123.0
2007-02-03	5				-75.0	123.0
2007-02-04	1	-34.06723			-75.0	123.0
2007-02-04	5				-75.0	123.0
2007-02-05	1	-35.958252			-75.0	123.0
2007-02-05	5				-75.0	123.0
2007-02-06	1	-35.51819			-75.0	123.0
2007-02-06	5				-75.0	123.0
2007-02-07	1	-36.450455			-75.0	123.0
2007-02-07	5				-75.0	123.0
2007-02-08	1	-36.320557			-75.0	123.0
2007-02-08	5				-75.0	123.0
2007-02-09	1	-35.45369			-75.0	123.0
2007-02-09	5				-75.0	123.0
2007-02-10	1	-33.935562			-75.0	123.0
2007-02-10	5				-75.0	123.0
2007-02-11	1	-32.04541			-75.0	123.0
2007-02-11	5				-75.0	123.0
2007-02-12	1	-35.81598			-75.0	123.0
2007-02-12	5				-75.0	123.0
2007-02-13	1	-36.2101			-75.0	123.0
2007-02-13	5				-75.0	123.0
2007-02-14	1	-31.979126			-75.0	123.0
2007-02-14	5				-75.0	123.0
2007-02-15	1	-35.0419			-75.0	123.0
2007-02-15	5				-75.0	123.0
2007-02-16	1	-37.329697			-75.0	123.0
2007-02-16	5				-75.0	123.0
2007-02-17	1	-38.80452			-75.0	123.0
2007-02-17	5				-75.0	123.0
2007-02-18	1	-40.672577			-75.0	123.0
2007-02-18	5				-75.0	123.0
2007-02-19	1	-40.106155			-75.0	123.0
2007-02-19	5				-75.0	123.0
2007-02-20	1	-35.535873			-75.0	123.0
2007-02-20	5				-75.0	123.0
2007-02-21	1	-37.01158			-75.0	123.0
2007-02-21	5				-75.0	123.0
2007-02-22	1	-43.345657			-75.0	123.0
2007-02-22	5				-75.0	123.0
2007-02-23	1	-44.92122			-75.0	123.0
2007-02-23	5				-75.0	123.0
2007-02-24	1	-45.571594			-75.0	123.0
2007-02-24	5				-75.0	123.0
2007-02-25	1	-46.063797			-75.0	123.0
2007-02-25	5				-75.0	123.0
2007-02-26	1	-47.9946			-75.0	123.0
2007-02-26	5				-75.0	123.0
2007-02-27	1	-48.233185			-75.0	123.0
2007-02-27	5				-75.0	123.0
2007-02-28	1	-45.879105			-75.0	123.0
2007-02-28	5				-75.0	123.0
2007-03-01	1	-46.846725			-75.0	123.0
2007-03-01	5				-75.0	123.0
2007-03-02	1	-46.91211			-75.0	123.0
2007-03-02	5				-75.0	123.0
2007-03-03	1	-47.683548			-75.0	123.0
2007-03-03	5				-75.0	123.0
2007-03-04	1	-38.105545			-75.0	123.0
2007-03-04	5				-75.0	123.0
2007-03-05	1	-34.901398			-75.0	123.0
2007-03-05	5				-75.0	123.0
2007-03-06	1	-42.38423			-75.0	123.0
2007-03-06	5				-75.0	123.0
2007-03-07	1	-42.163315			-75.0	123.0
2007-03-07	5				-75.0	123.0
2007-03-08	1	-40.440186			-75.0	123.0
2007-03-08	5				-75.0	123.0
2007-03-09	1	-39.471695			-75.0	123.0
2007-03-09	5				-75.0	123.0
2007-03-10	1	-36.74295			-75.0	123.0
2007-03-10	5				-75.0	123.0
2007-03-11	1	-41.57039			-75.0	123.0
2007-03-11	5				-75.0	123.0
2007-03-12	1	-39.562714			-75.0	123.0
2007-03-12	5				-75.0	123.0
2007-03-13	1	-40.353577			-75.0	123.0
2007-03-13	5				-75.0	123.0
2007-03-14	1	-42.96039			-75.0	123.0
2007-03-14	5				-75.0	123.0
2007-03-15	1	-41.704697			-75.0	123.0
2007-03-15	5				-75.0	123.0
2007-03-16	1	-35.37857			-75.0	123.0
2007-03-16	5				-75.0	123.0
2007-03-17	1	-33.36206			-75.0	123.0
2007-03-17	5				-75.0	123.0
2007-03-18	1	-33.299316			-75.0	123.0
2007-03-18	5				-75.0	123.0
2007-03-19	1	-36.481384			-75.0	123.0
2007-03-19	5				-75.0	123.0
2007-03-20	1	-37.683167			-75.0	123.0
2007-03-20	5				-75.0	123.0
2007-03-21	1	-47.606674			-75.0	123.0
2007-03-21	5				-75.0	123.0
2007-03-22	1	-48.659103			-75.0	123.0
2007-03-22	5				-75.0	123.0
2007-03-23	1	-50.962814			-75.0	123.0
2007-03-23	5				-75.0	123.0
2007-03-24	1	-51.36841			-75.0	123.0
2007-03-24	5				-75.0	123.0
2007-03-25	1	-53.487427			-75.0	123.0
2007-03-25	5				-75.0	123.0
2007-03-26	1	-50.85942			-75.0	123.0
2007-03-26	5				-75.0	123.0
2007-03-27	1	-52.729248			-75.0	123.0
2007-03-27	5				-75.0	123.0
2007-03-28	1	-55.154892			-75.0	123.0
2007-03-28	5				-75.0	123.0
2007-03-29	1	-53.024384			-75.0	123.0
2007-03-29	5				-75.0	123.0
2007-03-30	1	-45.231384			-75.0	123.0
2007-03-30	5				-75.0	123.0
2007-03-31	1	-45.55922			-75.0	123.0
2007-03-31	5				-75.0	123.0
2007-04-01	1		3.8740094	-1.3519249	-75.0	123.0
2007-04-01	5		3.8740094	-1.3519249	-75.0	123.0
2007-04-02	1		0.2724777	-2.2941732	-75.0	123.0
2007-04-02	5		0.2724777	-2.2941732	-75.0	123.0
2007-04-03	1		0.48795396	-2.0882812	-75.0	123.0
2007-04-03	5		0.48795396	-2.0882812	-75.0	123.0
2007-04-04	1		1.8789301	-2.687975	-75.0	123.0
2007-04-04	5		1.8789301	-2.687975	-75.0	123.0
2007-04-05	1		2.526321	0.16034698	-75.0	123.0
2007-04-05	5		2.526321	0.16034698	-75.0	123.0
2007-04-06	1		0.0425722	-0.2802081	-75.0	123.0
2007-04-06	5		0.0425722	-0.2802081	-75.0	123.0
2007-04-07	1		-0.3335493	-0.2028861	-75.0	123.0
2007-04-07	5		-0.3335493	-0.2028861	-75.0	123.0
2007-04-08	1		0.15415812	0.5217819	-75.0	123.0
2007-04-08	5		0.15415812	0.5217819	-75.0	123.0
2007-04-09	1		0.95161265	0.11719036	-75.0	123.0
2007-04-09	5		0.95161265	0.11719036	-75.0	123.0
2007-04-10	1		0.16281563	-1.222456	-75.0	123.0
2007-04-10	5		0.16281563	-1.222456	-75.0	123.0
2007-04-11	1		-0.7471867	-1.005775	-75.0	123.0
2007-04-11	5		-0.7471867	-1.005775	-75.0	123.0
2007-04-12	1		-1.2464375	0.60269976	-75.0	123.0
2007-04-12	5		-1.2464375	0.60269976	-75.0	123.0
2007-04-13	1		-0.29218554	0.4993043	-75.0	123.0
2007-04-13	5		-0.29218554	0.4993043	-75.0	123.0
2007-04-14	1		1.8404522	3.1183581	-75.0	123.0
2007-04-14	5		1.8404522	3.1183581	-75.0	123.0
2007-04-15	1		3.0294194	3.2316437	-75.0	123.0
2007-04-15	5		3.0294194	3.2316437	-75.0	123.0
2007-04-16	1		3.8201401	1.9899981	-75.0	123.0
2007-04-16	5		3.8201401	1.9899981	-75.0	123.0
2007-04-17	1		3.399769	-0.031159401	-75.0	123.0
2007-04-17	5		3.399769	-0.031159401	-75.0	123.0
2007-04-18	1		4.626252	0.20530128	-75.0	123.0
2007-04-18	5		4.626252	0.20530128	-75.0	123.0
2007-04-19	1		1.0410738	0.18102598	-75.0	123.0
2007-04-19	5		1.0410738	0.18102598	-75.0	123.0
2007-04-20	1		8.363419	1.9306581	-75.0	123.0
2007-04-20	5		8.363419	1.9306581	-75.0	123.0
2007-04-21	1		6.803139	0.15135574	-75.0	123.0
2007-04-21	5		6.803139	0.15135574	-75.0	123.0
2007-04-22	1		7.3447156	-4.2119355	-75.0	123.0
2007-04-22	5		7.3447156	-4.2119355	-75.0	123.0
2007-04-23	1		3.4882686	-3.6544986	-75.0	123.0
2007-04-23	5		3.4882686	-3.6544986	-75.0	123.0
2007-04-24	1		2.0289938	-3.1555028	-75.0	123.0
2007-04-24	5		2.0289938	-3.1555028	-75.0	123.0
2007-04-25	1		1.0862854	0.5451579	-75.0	123.0
2007-04-25	5		1.0862854	0.5451579	-75.0	123.0
2007-04-26	1		2.9630451	1.1106868	-75.0	123.0
2007-04-26	5		2.9630451	1.1106868	-75.0	123.0
2007-04-27	1		2.1973348	-0.8340483	-75.0	123.0
2007-04-27	5		2.1973348	-0.8340483	-75.0	123.0
2007-04-28	1		1.200757	-1.4840918	-75.0	123.0
2007-04-28	5		1.200757	-1.4840918	-75.0	123.0
2007-04-29	1		4.9831347	-2.2869802	-75.0	123.0
2007-04-29	5		4.9831347	-2.2869802	-75.0	123.0
2007-04-30	1		10.518181	-2.9810786	-75.0	123.0
2007-04-30	5		10.518181	-2.9810786	-75.0	123.0
2007-05-01	1		16.190786	-3.4549003	-75.0	123.0
2007-05-01	5		16.190786	-3.4549003	-75.0	123.0
2007-05-02	1		5.723834	-4.2056413	-75.0	123.0
2007-05-02	5		5.723834	-4.2056413	-75.0	123.0
2007-05-03	1		0.19936967	-1.5641108	-75.0	123.0
2007-05-03	5		0.19936967	-1.5641108	-75.0	123.0
2007-05-04	1		-2.3642206	-0.9653158	-75.0	123.0
2007-05-04	5		-2.3642206	-0.9653158	-75.0	123.0
2007-05-05	1		-2.3863454	-1.9381328	-75.0	123.0
2007-05-05	5		-2.3863454	-1.9381328	-75.0	123.0
2007-05-06	1		-0.8568487	-0.02846241	-75.0	123.0
2007-05-06	5		-0.8568487	-0.02846241	-75.0	123.0
2007-05-07	1		1.9260654	3.2424326	-75.0	123.0
2007-05-07	5		1.9260654	3.2424326	-75.0	123.0
2007-05-08	1		2.5090058	3.1794963	-75.0	123.0
2007-05-08	5		2.5090058	3.1794963	-75.0	123.0
2007-05-09	1		1.4066138	-3.0916677	-75.0	123.0
2007-05-09	5		1.4066138	-3.0916677	-75.0	123.0
2007-05-10	1		-0.20561025	-1.7942781	-75.0	123.0
2007-05-10	5		-0.20561025	-1.7942781	-75.0	123.0
2007-05-11	1		-3.4906611	-0.9221592	-75.0	123.0
2007-05-11	5		-3.4906611	-0.9221592	-75.0	123.0
2007-05-12	1		-1.7581935	-0.8043785	-75.0	123.0
2007-05-12	5		-1.7581935	-0.8043785	-75.0	123.0
2007-05-13	1		-0.0026393533	-1.8014708	-75.0	123.0
2007-05-13	5		-0.0026393533	-1.8014708	-75.0	123.0
2007-05-14	1		2.1261506	-2.8075542	-75.0	123.0
2007-05-14	5		2.1261506	-2.8075542	-75.0	123.0
2007-05-15	1		2.8976326	-3.2984586	-75.0	123.0
2007-05-15	5		2.8976326	-3.2984586	-75.0	123.0
2007-05-16	1		1.1026385	-3.6239295	-75.0	123.0
2007-05-16	5		1.1026385	-3.6239295	-75.0	123.0
2007-05-17	1		1.0631986	-5.403231	-75.0	123.0
2007-05-17	5		1.0631986	-5.403231	-75.0	123.0
2007-05-18	1		4.0115676	-2.9954648	-75.0	123.0
2007-05-18	5		4.0115676	-2.9954648	-75.0	123.0
2007-05-19	1		4.2712936	-1.7295437	-75.0	123.0
2007-05-19	5		4.2712936	-1.7295437	-75.0	123.0
2007-05-20	1		2.357018	-1.5056696	-75.0	123.0
2007-05-20	5		2.357018	-1.5056696	-75.0	123.0
2007-05-21	1		3.5911968	3.0716052	-75.0	123.0
2007-05-21	5		3.5911968	3.0716052	-75.0	123.0
2007-05-22	1		7.0234256	14.699556	-75.0	123.0
2007-05-22	5		7.0234256	14.699556	-75.0	123.0
2007-05-23	1		5.8815937	10.899096	-75.0	123.0
2007-05-23	5		5.8815937	10.899096	-75.0	123.0
2007-05-24	1		3.5911968	10.526873	-75.0	123.0
2007-05-24	5		3.5911968	10.526873	-75.0	123.0
2007-05-25	1		-17.654377	13.123449	-75.0	123.0
2007-05-25	5		-17.654377	13.123449	-75.0	123.0
2007-05-26	1		-13.493954	12.3151655	-75.0	123.0
2007-05-26	5		-13.493954	12.3151655	-75.0	123.0
2007-05-27	1		-6.637192	5.5854654	-75.0	123.0
2007-05-27	5		-6.637192	5.5854654	-75.0	123.0
2007-05-28	1		-5.217357	0.4219823	-75.0	123.0
2007-05-28	5		-5.217357	0.4219823	-75.0	123.0
2007-05-29	1		0.61781687	-1.6935797	-75.0	123.0
2007-05-29	5		0.61781687	-1.6935797	-75.0	123.0
2007-05-30	1		0.9092869	-2.5225425	-75.0	123.0
2007-05-30	5		0.9092869	-2.5225425	-75.0	123.0
2007-05-31	1		-0.6298291	-2.4029632	-75.0	123.0
2007-05-31	5		-0.6298291	-2.4029632	-75.0	123.0
2007-06-01	1		0.10798466	0.5316715	-75.0	123.0
2007-06-01	5		0.10798466	0.5316715	-75.0	123.0
2007-06-02	1		0.07624036	0.21698952	-75.0	123.0
2007-06-02	5		0.07624036	0.21698952	-75.0	123.0
2007-06-03	1		-0.41820067	-1.312365	-75.0	123.0
2007-06-03	5		-0.41820067	-1.312365	-75.0	123.0
2007-06-04	1		-0.7000513	-0.3845024	-75.0	123.0
2007-06-04	5		-0.7000513	-0.3845024	-75.0	123.0
2007-06-05	1		0.38117772	-0.38899803	-75.0	123.0
2007-06-05	5		0.38117772	-0.38899803	-75.0	123.0
2007-06-06	1		0.16858733	-0.7054782	-75.0	123.0
2007-06-06	5		0.16858733	-0.7054782	-75.0	123.0
2007-06-07	1		-0.067089796	-0.5022836	-75.0	123.0
2007-06-07	5		-0.067089796	-0.5022836	-75.0	123.0
2007-06-08	1		1.8895116	-0.76751566	-75.0	123.0
2007-06-08	5		1.8895116	-0.76751566	-75.0	123.0
2007-06-09	1		7.5274863	-1.008472	-75.0	123.0
2007-06-09	5		7.5274863	-1.008472	-75.0	123.0
2007-06-10	1		7.101343	-12.356806	-75.0	123.0
2007-06-10	5		7.101343	-12.356806	-75.0	123.0
2007-06-11	1		2.815867	-7.481032	-75.0	123.0
2007-06-11	5		2.815867	-7.481032	-75.0	123.0
2007-06-12	1		-0.86935407	-6.0227056	-75.0	123.0
2007-06-12	5		-0.86935407	-6.0227056	-75.0	123.0
2007-06-13	1		1.6220901	-5.852777	-75.0	123.0
2007-06-13	5		1.6220901	-5.852777	-75.0	123.0
2007-06-14	1		3.2679825	-5.0229154	-75.0	123.0
2007-06-14	5		3.2679825	-5.0229154	-75.0	123.0
2007-06-15	1		1.4094996	-4.155292	-75.0	123.0
2007-06-15	5		1.4094996	-4.155292	-75.0	123.0
2007-06-16	1		1.6086228	-2.8767843	-75.0	123.0
2007-06-16	5		1.6086228	-2.8767843	-75.0	123.0
2007-06-17	1		1.9491522	-3.0601993	-75.0	123.0
2007-06-17	5		1.9491522	-3.0601993	-75.0	123.0
2007-06-18	1		7.4822745	-3.373982	-75.0	123.0
2007-06-18	5		7.4822745	-3.373982	-75.0	123.0
2007-06-19	1		5.567999	-3.9422078	-75.0	123.0
2007-06-19	5		5.567999	-3.9422078	-75.0	123.0
2007-06-20	1		1.8192894	-2.3894768	-75.0	123.0
2007-06-20	5		1.8192894	-2.3894768	-75.0	123.0
2007-06-21	1		2.2435083	-2.1125565	-75.0	123.0
2007-06-21	5		2.2435083	-2.1125565	-75.0	123.0
2007-06-22	1		0.34943348	-1.8167553	-75.0	123.0
2007-06-22	5		0.34943348	-1.8167553	-75.0	123.0
2007-06-23	1		1.6547964	-0.77380943	-75.0	123.0
2007-06-23	5		1.6547964	-0.77380943	-75.0	123.0
2007-06-24	1		3.2497053	0.67192984	-75.0	123.0
2007-06-24	5		3.2497053	0.67192984	-75.0	123.0
2007-06-25	1		4.2578263	1.1646321	-75.0	123.0
2007-06-25	5		4.2578263	1.1646321	-75.0	123.0
2007-06-26	1		1.0208728	1.83985	-75.0	123.0
2007-06-26	5		1.0208728	1.83985	-75.0	123.0
2007-06-27	1		3.3988073	1.6726189	-75.0	123.0
2007-06-27	5		3.3988073	1.6726189	-75.0	123.0
2007-06-28	1		3.5017354	-0.45193434	-75.0	123.0
2007-06-28	5		3.5017354	-0.45193434	-75.0	123.0
2007-06-29	1		1.6153564	-1.039041	-75.0	123.0
2007-06-29	5		1.6153564	-1.039041	-75.0	123.0
2007-06-30	1		1.6567202	-1.1469321	-75.0	123.0
2007-06-30	5		1.6567202	-1.1469321	-75.0	123.0
2007-07-01	1		3.4680674	-0.36562157	-75.0	123.0
2007-07-01	5		3.4680674	-0.36562157	-75.0	123.0
2007-07-02	1		6.276954	-0.48070526	-75.0	123.0
2007-07-02	5		6.276954	-0.48070526	-75.0	123.0
2007-07-03	1		16.325459	-0.73245096	-75.0	123.0
2007-07-03	5		16.325459	-0.73245096	-75.0	123.0
2007-07-04	1		15.433733	-1.7043691	-75.0	123.0
2007-07-04	5		15.433733	-1.7043691	-75.0	123.0
2007-07-05	1		1.6394053	-1.4975781	-75.0	123.0
2007-07-05	5		1.6394053	-1.4975781	-75.0	123.0
2007-07-06	1		1.7230947	-1.0075731	-75.0	123.0
2007-07-06	5		1.7230947	-1.0075731	-75.0	123.0
2007-07-07	1		2.3993437	-1.008472	-75.0	123.0
2007-07-07	5		2.3993437	-1.008472	-75.0	123.0
2007-07-08	1		1.458559	-0.7854972	-75.0	123.0
2007-07-08	5		1.458559	-0.7854972	-75.0	123.0
2007-07-09	1		2.0751674	-1.1622167	-75.0	123.0
2007-07-09	5		2.0751674	-1.1622167	-75.0	123.0
2007-07-10	1		1.4739501	-0.54993534	-75.0	123.0
2007-07-10	5		1.4739501	-0.54993534	-75.0	123.0
2007-07-11	1		2.1530852	-0.24334526	-75.0	123.0
2007-07-11	5		2.1530852	-0.24334526	-75.0	123.0
2007-07-12	1		2.5907714	-1.1199594	-75.0	123.0
2007-07-12	5		2.5907714	-1.1199594	-75.0	123.0
2007-07-13	1		1.2680933	-0.0455451	-75.0	123.0
2007-07-13	5		1.2680933	-0.0455451	-75.0	123.0
2007-07-14	1		1.2815607	0.00030851364	-75.0	123.0
2007-07-14	5		1.2815607	0.00030851364	-75.0	123.0
2007-07-15	1		1.6432531	-0.30538273	-75.0	123.0
2007-07-15	5		1.6432531	-0.30538273	-75.0	123.0
2007-07-16	1		0.69381064	2.9843934	-75.0	123.0
2007-07-16	5		0.69381064	2.9843934	-75.0	123.0
2007-07-17	1		2.0540047	7.793634	-75.0	123.0
2007-07-17	5		2.0540047	7.793634	-75.0	123.0
2007-07-18	1		2.4387836	6.741697	-75.0	123.0
2007-07-18	5		2.4387836	6.741697	-75.0	123.0
2007-07-19	1		2.3118064	0.20350313	-75.0	123.0
2007-07-19	5		2.3118064	0.20350313	-75.0	123.0
2007-07-20	1		4.3107333	0.0021066666	-75.0	123.0
2007-07-20	5		4.3107333	0.0021066666	-75.0	123.0
2007-07-21	1		6.0153046	-3.1761823	-75.0	123.0
2007-07-21	5		6.0153046	-3.1761823	-75.0	123.0
2007-07-22	1		4.6589584	-2.2716956	-75.0	123.0
2007-07-22	5		4.6589584	-2.2716956	-75.0	123.0
2007-07-23	1		7.691979	-2.3292375	-75.0	123.0
2007-07-23	5		7.691979	-2.3292375	-75.0	123.0
2007-07-24	1		7.300466	-0.7396436	-75.0	123.0
2007-07-24	5		7.300466	-0.7396436	-75.0	123.0
2007-07-25	1		-0.5913512	7.246087	-75.0	123.0
2007-07-25	5		-0.5913512	7.246087	-75.0	123.0
2007-07-26	1		2.90629	6.9952407	-75.0	123.0
2007-07-26	5		2.90629	6.9952407	-75.0	123.0
2007-07-27	1		3.7412608	3.2199554	-75.0	123.0
2007-07-27	5		3.7412608	3.2199554	-75.0	123.0
2007-07-28	1		0.725555	-0.9823985	-75.0	123.0
2007-07-28	5		0.725555	-0.9823985	-75.0	123.0
2007-07-29	1		-0.33547318	-0.8628192	-75.0	123.0
2007-07-29	5		-0.33547318	-0.8628192	-75.0	123.0
2007-07-30	1		-0.6817743	-1.0687113	-75.0	123.0
2007-07-30	5		-0.6817743	-1.0687113	-75.0	123.0
2007-07-31	1		-0.8866691	-0.96621466	-75.0	123.0
2007-07-31	5		-0.8866691	-0.96621466	-75.0	123.0
2007-08-01	1		-2.5902781	16.88165	-75.0	123.0
2007-08-01	5		-2.5902781	16.88165	-75.0	123.0
2007-08-02	1		6.569386	23.332634	-75.0	123.0
2007-08-02	5		6.569386	23.332634	-75.0	123.0
2007-08-03	1		19.761536	8.434687	-75.0	123.0
2007-08-03	5		19.761536	8.434687	-75.0	123.0
2007-08-04	1		22.396309	-1.1685104	-75.0	123.0
2007-08-04	5		22.396309	-1.1685104	-75.0	123.0
2007-08-05	1		23.110075	-8.942955	-75.0	123.0
2007-08-05	5		23.110075	-8.942955	-75.0	123.0
2007-08-06	1		14.835402	-3.9916577	-75.0	123.0
2007-08-06	5		14.835402	-3.9916577	-75.0	123.0
2007-08-07	1		2.889937	-2.6331306	-75.0	123.0
2007-08-07	5		2.889937	-2.6331306	-75.0	123.0
2007-08-08	1		4.3444014	-2.499166	-75.0	123.0
2007-08-08	5		4.3444014	-2.499166	-75.0	123.0
2007-08-09	1		2.7129385	-1.6288452	-75.0	123.0
2007-08-09	5		2.7129385	-1.6288452	-75.0	123.0
2007-08-10	1		0.74190813	-2.723939	-75.0	123.0
2007-08-10	5		0.74190813	-2.723939	-75.0	123.0
2007-08-11	1		0.054115593	-1.4786968	-75.0	123.0
2007-08-11	5		0.054115593	-1.4786968	-75.0	123.0
2007-08-12	1		0.6726479	-0.042847633	-75.0	123.0
2007-08-12	5		0.6726479	-0.042847633	-75.0	123.0
2007-08-13	1		1.0978286	0.0048041344	-75.0	123.0
2007-08-13	5		1.0978286	0.0048041344	-75.0	123.0
2007-08-14	1		0.84868425	-0.7747083	-75.0	123.0
2007-08-14	5		0.84868425	-0.7747083	-75.0	123.0
2007-08-15	1		0.799625	-1.0929866	-75.0	123.0
2007-08-15	5		0.799625	-1.0929866	-75.0	123.0
2007-08-16	1		2.155009	-0.5445409	-75.0	123.0
2007-08-16	5		2.155009	-0.5445409	-75.0	123.0
2007-08-17	1		1.6182423	-0.907774	-75.0	123.0
2007-08-17	5		1.6182423	-0.907774	-75.0	123.0
2007-08-18	1		0.052191675	-0.33325434	-75.0	123.0
2007-08-18	5		0.052191675	-0.33325434	-75.0	123.0
2007-08-19	1		0.72170717	1.3947995	-75.0	123.0
2007-08-19	5		0.72170717	1.3947995	-75.0	123.0
2007-08-20	1		0.8015488	1.3561387	-75.0	123.0
2007-08-20	5		0.8015488	1.3561387	-75.0	123.0
2007-08-21	1		0.7746143	0.16574144	-75.0	123.0
2007-08-21	5		0.7746143	0.16574144	-75.0	123.0
2007-08-22	1		0.2695918	-0.8322501	-75.0	123.0
2007-08-22	5		0.2695918	-0.8322501	-75.0	123.0
2007-08-23	1		0.88620025	-0.07701349	-75.0	123.0
2007-08-23	5		0.88620025	-0.07701349	-75.0	123.0
2007-08-24	1		1.5691831	-0.17950964	-75.0	123.0
2007-08-24	5		1.5691831	-0.17950964	-75.0	123.0
2007-08-25	1		2.7292917	-0.73604727	-75.0	123.0
2007-08-25	5		2.7292917	-0.73604727	-75.0	123.0
2007-08-26	1		1.9799347	-1.1739049	-75.0	123.0
2007-08-26	5		1.9799347	-1.1739049	-75.0	123.0
2007-08-27	1		0.64090353	-0.80527735	-75.0	123.0
2007-08-27	5		0.64090353	-0.80527735	-75.0	123.0
2007-08-28	1		0.82174975	-0.7171664	-75.0	123.0
2007-08-28	5		0.82174975	-0.7171664	-75.0	123.0
2007-08-29	1		1.5076184	-0.47441196	-75.0	123.0
2007-08-29	5		1.5076184	-0.47441196	-75.0	123.0
2007-08-30	1		2.1992586	0.054254055	-75.0	123.0
2007-08-30	5		2.1992586	0.054254055	-75.0	123.0
2007-08-31	1		1.0968666	2.2264593	-75.0	123.0
2007-08-31	5		1.0968666	2.2264593	-75.0	123.0
2007-09-01	1		1.1699748	2.320864	-75.0	123.0
2007-09-01	5		1.1699748	2.320864	-75.0	123.0
2007-09-02	1		1.1238012	0.789711	-75.0	123.0
2007-09-02	5		1.1238012	0.789711	-75.0	123.0
2007-09-03	1		0.60242563	0.06504297	-75.0	123.0
2007-09-03	5		0.60242563	0.06504297	-75.0	123.0
2007-09-04	1		1.6519105	0.27363253	-75.0	123.0
2007-09-04	5		1.6519105	0.27363253	-75.0	123.0
2007-09-05	1		4.69936	2.2786067	-75.0	123.0
2007-09-05	5		4.69936	2.2786067	-75.0	123.0
2007-09-06	1		5.7334538	2.1095774	-75.0	123.0
2007-09-06	5		5.7334538	2.1095774	-75.0	123.0
2007-09-07	1		2.3618279	-2.0028672	-75.0	123.0
2007-09-07	5		2.3618279	-2.0028672	-75.0	123.0
2007-09-08	1		3.7797387	-2.068501	-75.0	123.0
2007-09-08	5		3.7797387	-2.068501	-75.0	123.0
2007-09-09	1		3.932688	-3.437817	-75.0	123.0
2007-09-09	5		3.932688	-3.437817	-75.0	123.0
2007-09-10	1		2.3252738	-0.6812029	-75.0	123.0
2007-09-10	5		2.3252738	-0.6812029	-75.0	123.0
2007-09-11	1		-0.050736725	-0.7792039	-75.0	123.0
2007-09-11	5		-0.050736725	-0.7792039	-75.0	123.0
2007-09-12	1		1.0131774	-1.3213558	-75.0	123.0
2007-09-12	5		1.0131774	-1.3213558	-75.0	123.0
2007-09-13	1		1.2988758	-1.3699069	-75.0	123.0
2007-09-13	5		1.2988758	-1.3699069	-75.0	123.0
2007-09-14	1		3.5152028	-1.694479	-75.0	123.0
2007-09-14	5		3.5152028	-1.694479	-75.0	123.0
2007-09-15	1		4.4492536	-1.1397395	-75.0	123.0
2007-09-15	5		4.4492536	-1.1397395	-75.0	123.0
2007-09-16	1		1.4941511	-1.2287498	-75.0	123.0
2007-09-16	5		1.4941511	-1.2287498	-75.0	123.0
2007-09-17	1		1.0603127	-2.5908732	-75.0	123.0
2007-09-17	5		1.0603127	-2.5908732	-75.0	123.0
2007-09-18	1		-0.35952187	-1.5775971	-75.0	123.0
2007-09-18	5		-0.35952187	-1.5775971	-75.0	123.0
2007-09-19	1		-1.5561845	2.5465357	-75.0	123.0
2007-09-19	5		-1.5561845	2.5465357	-75.0	123.0
2007-09-20	1		1.2603979	3.8789895	-75.0	123.0
2007-09-20	5		1.2603979	3.8789895	-75.0	123.0
2007-09-21	1		3.2689443	4.420243	-75.0	123.0
2007-09-21	5		3.2689443	4.420243	-75.0	123.0
2007-09-22	1		5.171676	-1.4957795	-75.0	123.0
2007-09-22	5		5.171676	-1.4957795	-75.0	123.0
2007-09-23	1		2.9861317	-1.7888837	-75.0	123.0
2007-09-23	5		2.9861317	-1.7888837	-75.0	123.0
2007-09-24	1		2.3050728	9.829178	-75.0	123.0
2007-09-24	5		2.3050728	9.829178	-75.0	123.0
2007-09-25	1		4.046198	7.950975	-75.0	123.0
