cluster,is_landfalling,max_area,mean_area,mean_landfalling_area,cumulative_landfalling_area,duration,start_date,end_date,max_south_extent,max_T2m_ais,avg_V10m_ais,max_V10m_ais,avg_V10m,max_V10m,avg_IWV_ais,max_IWV_ais,avg_IWV,max_IWV,landfalling_SLP,max_T2M_anomaly_ais,avg_vIVT_ais,max_vIVT_ais,avg_vIVT,max_vIVT,cumulative_rainfall_ais,cumulative_snowfall_ais
7289.0,True,945638.4024580251,791848.7418335207,374979.2525608733,468724.06570109166,30.0,2018-04-16 18:00:00,2018-04-17 21:00:00,-85.0,271.7596130371094,8.93885957780488,20.413780212402344,9.239154870944205,20.413780212402344,5.25870681968823,13.085402488708496,8.16292041232802,18.47993278503418,95598.78125,24.279296875,86.07650475670451,261.8631286621094,132.04212677433333,331.56005859375,0.0,6006141091512.201
7290.0,True,528741.8576181855,407542.19889270474,153904.98939720917,192381.23674651142,30.0,2018-04-16 18:00:00,2018-04-17 21:00:00,-76.5,273.27081298828125,8.226470274539846,15.847784996032715,11.535587601234806,17.4702091217041,7.670947402146001,11.68132209777832,11.483830061013311,18.77680778503418,95493.78125,14.943817138671875,150.35057132928014,313.3300476074219,245.25623938941817,430.2957763671875,27501175678.019337,3376984690066.8237
7291.0,True,1185824.8573248794,836865.97379497,296.57768111385656,593.1553622277131,54.0,2018-04-16 21:00:00,2018-04-19 00:00:00,-66.5,263.489013671875,-1.8183727675645605,-0.0,12.431793230741956,19.490018844604492,8.556212388568738,9.392385482788086,23.769158733276882,37.08366394042969,96965.53125,5.494781494140625,107.4882527419876,123.60060119628906,516.3887652760902,969.7265625,0.0,48960540386.37758
7293.0,True,1176415.2643690687,1059070.1870067983,11349.531172060606,8512.148379045457,18.0,2018-04-18 12:00:00,2018-04-19 03:00:00,-77.5,263.90325927734375,-2.8752651317722795,1.2795158624649048,7.196690336661342,17.005590438842773,4.596948780413534,7.999138832092285,14.232357616079334,34.657440185546875,96794.234375,21.746368408203125,18.166079340710432,36.1328125,255.87399720850257,650.651611328125,0.0,256757654678.55615
7295.0,True,1619055.905673712,1179991.8118352827,253650.21109389962,348769.040254112,39.0,2018-04-22 21:00:00,2018-04-24 09:00:00,-85.0,268.77764892578125,4.888068903894304,28.39181137084961,11.255913464645712,28.39181137084961,5.027730929933254,9.73267650604248,17.939884866596525,30.309207916259766,96652.46875,28.64459228515625,83.11942788345864,268.13836669921875,405.36765937697606,840.3453979492188,0.0,5302941824229.664
7296.0,True,2262987.594293224,1901527.0423116325,861428.8180307366,2368929.249584526,75.0,2018-05-04 03:00:00,2018-05-07 03:00:00,-85.0,268.64599609375,9.99360151023385,25.611248016357422,11.027158295287514,25.611248016357422,2.6511343194582886,10.968523025512695,9.131620564160261,32.7653923034668,95562.375,27.9547119140625,56.8185289761995,286.8523254394531,172.0177440753857,656.2628173828125,0.0,18418568103629.18
7300.0,True,2133172.150721204,1476601.1453425726,642542.3919780487,1927627.175934146,87.0,2018-05-08 00:00:00,2018-05-11 12:00:00,-85.0,271.9613952636719,5.80111496717639,20.78864288330078,9.417310586749506,26.43476104736328,3.040482648675922,9.465937614440918,7.731852017793635,23.434600830078125,97387.8984375,25.061233520507812,52.526930116167534,204.2551727294922,171.2261354845849,678.7161865234375,1370090.3687552696,16671469656286.201
7303.0,True,867079.392420754,796476.0676627976,290792.03035716567,290792.03035716567,30.0,2018-05-12 21:00:00,2018-05-14 00:00:00,-85.0,267.6292724609375,1.0293842433715341,12.073095321655273,5.467156696310011,17.385818481445312,2.3339227683536103,8.088813781738281,8.424115950493666,23.213090896606445,96944.3671875,20.6943359375,27.67201637644846,86.0096435546875,147.29463600122594,498.36322021484375,0.0,1082307679894.6906
7304.0,True,889144.1371520441,817271.1162959414,193306.58186238035,96653.29093119016,12.0,2018-05-19 15:00:00,2018-05-20 00:00:00,-77.5,272.43975830078125,7.039668451962575,15.494854927062988,10.641251625256706,16.970197677612305,8.526601944645389,12.384477615356445,12.568656461718076,21.642440795898438,96961.5078125,19.6798095703125,179.21541523868865,316.4845275878906,261.64882903874496,397.38055419921875,11045260139.922148,3566694096654.7383
7306.0,True,1088319.9171715456,982453.7308005478,388979.9118548265,145867.46694555992,9.0,2018-05-21 06:00:00,2018-05-21 12:00:00,-85.0,257.3032531738281,-0.31090405183105124,7.364498138427734,5.048597736448467,13.352089881896973,3.7147104639219197,6.837298393249512,7.608027674025885,15.411239624023438,98793.328125,19.44647216796875,42.57843893156544,90.88392639160156,102.21778597843733,271.52459716796875,0.0,2636648429745.9526
7307.0,True,1992122.0592721284,1746840.0156767822,97930.1467173935,195860.29343478702,48.0,2018-05-21 06:00:00,2018-05-23 03:00:00,-73.5,260.7133483886719,-6.421014069990584,15.464103698730469,11.046402635465068,21.269140243530273,2.819614253350432,7.288209915161133,22.351848590760657,42.17405700683594,95899.7109375,9.203170776367188,45.47887537864406,181.802978515625,478.0427524996684,1129.904541015625,0.0,2708920067851.06
7311.0,True,1980894.9315911797,1499214.9368744683,39902.876706384704,69830.03423617323,45.0,2018-05-26 12:00:00,2018-05-28 06:00:00,-70.0,265.0920104980469,-8.248890941949204,8.075972557067871,11.097569996669936,18.025043487548828,6.06308205336923,10.23703384399414,21.08642546331208,30.81191635131836,97024.78125,14.05230712890625,74.44346766353982,158.1622772216797,472.427809321813,768.5465087890625,0.0,1759143146952.8235
7312.0,True,959624.6394581775,861407.0074625321,71702.35959383516,53776.769695376366,18.0,2018-05-27 06:00:00,2018-05-27 21:00:00,-75.0,261.417724609375,2.0851574934160753,9.93061637878418,9.796330321662113,15.044722557067871,4.1750352776275985,6.339829921722412,12.551365619488486,25.06669807434082,97258.8359375,12.846115112304688,80.0828023029049,127.68195343017578,260.40252602342446,569.7876586914062,0.0,2498588208156.335
7314.0,True,4101704.876594469,2394350.773045628,870196.1330779253,2719362.915868517,90.0,2018-05-31 21:00:00,2018-06-04 12:00:00,-85.0,272.6398620605469,2.5221174258377066,21.640466690063477,10.243186595730771,22.0452938079834,2.925351569106331,14.791805267333984,12.576783113032171,34.15465545654297,94977.890625,25.454803466796875,54.51033150881062,461.8781433105469,303.4958057376162,923.307861328125,0.0,25221420091408.83
7316.0,True,438866.82638407295,438866.82638407295,130625.27307008608,16328.159133760762,3.0,2018-06-04 12:00:00,2018-06-04 12:00:00,-72.5,274.06097412109375,7.3787532061326715,13.068092346191406,10.14529352391676,14.157936096191406,7.741202539127213,13.631572723388672,11.211922726673476,14.451885223388672,96345.5390625,19.08270263671875,100.94400680336571,173.0549774169922,178.6452350826178,253.91177368164062,8593013155.24745,817683742785.2515
7319.0,True,2383174.608253199,1852775.1503799572,456294.5889030846,1083699.648644826,57.0,2018-06-14 18:00:00,2018-06-17 00:00:00,-85.0,266.6656494140625,6.524471514021552,16.169137954711914,10.528226970777416,19.736156463623047,3.3522225121977045,7.075160980224609,9.909430649582754,34.34220504760742,96918.5859375,22.787673950195312,67.35749209379905,171.80899047851562,226.04737735520067,817.2133178710938,0.0,3931868448778.836
7320.0,True,840132.9608198267,756841.4818104334,15997.643268553593,7998.821634276797,12.0,2018-06-14 21:00:00,2018-06-15 06:00:00,-68.0,260.8206787109375,-7.218154893752547,0.0,11.558288977807049,17.722707748413086,4.70532715573842,6.742595195770264,17.04383984576763,27.552902221679688,97672.140625,6.669891357421875,78.01423430765473,122.67784118652344,407.28741723174267,615.02001953125,0.0,223590352311.49078
7324.0,True,983637.4563158777,757665.3737212059,5076.127452082046,8248.707109633326,51.0,2018-06-17 00:00:00,2018-06-19 00:00:00,-68.0,256.12872314453125,-9.13402135401575,-0.0,13.880032552632494,19.86040496826172,3.3795038399393045,4.9091339111328125,19.892005866145887,28.4643611907959,97313.375,5.9328155517578125,70.5838423501767,103.56602478027344,524.6644707659138,888.1060180664062,0.0,307121104240.12994
7331.0,True,1161586.9903548476,1111004.9207809463,367845.77906919434,321865.056685545,21.0,2018-06-29 18:00:00,2018-06-30 12:00:00,-74.0,267.3669128417969,2.4446104897853425,17.466136932373047,8.06289395048985,17.466136932373047,2.657915976983201,8.406821250915527,11.14930876783632,23.46563720703125,95914.4765625,18.753067016601562,46.28218402743322,193.32972717285156,216.1483714444078,525.589111328125,0.0,5181662396492.44
7334.0,True,1662313.0554531596,1368222.8248682695,142762.2392283069,303369.7583601521,57.0,2018-07-02 03:00:00,2018-07-04 09:00:00,-85.0,253.95021057128906,-2.104898308808265,5.266406059265137,10.44864242422881,21.312259674072266,1.0684061562027003,2.6546027660369873,13.832639270069723,31.588781356811523,95320.8203125,15.025711059570312,10.68643327047098,30.678585052490234,289.7324947181817,701.9244384765625,0.0,1024684111126.987
7336.0,True,1865429.7607536349,1216155.0921679982,113614.3070693094,284035.76767327345,69.0,2018-07-10 12:00:00,2018-07-13 06:00:00,-82.0,270.64544677734375,8.464736664912879,22.66598129272461,13.622757201147113,22.66598129272461,5.955328428007823,10.740961074829102,12.927202755053159,24.231334686279297,94741.03125,24.769515991210938,105.21890747164234,200.32391357421875,297.2899936856992,559.4025268554688,0.0,6733069073403.757
7341.0,True,599444.93829791,599444.93829791,145356.3864086862,18169.548301085775,3.0,2018-07-18 06:00:00,2018-07-18 06:00:00,-75.5,271.80010986328125,4.808283822115012,13.696855545043945,10.729376336066444,16.704668045043945,6.899598201110977,11.388031959533691,10.337286169875988,14.149750709533691,96788.234375,16.422332763671875,119.75891021870532,249.7881622314453,203.51581709208935,293.63397216796875,0.0,1256758030969.58
7342.0,True,1730132.9961783623,1376601.8868228104,153714.9069577933,269001.0871761383,63.0,2018-07-18 06:00:00,2018-07-20 18:00:00,-77.0,274.6016845703125,10.013123497830613,21.990774154663086,15.916766438852223,25.215023040771484,6.533526842983867,13.566411972045898,15.356323582344272,30.993244171142578,96019.6875,20.193939208984375,128.99498043706205,284.0097351074219,382.0138918147808,802.8551635742188,17013211236.273518,6167202014911.924
7347.0,True,1965872.13697812,1965872.13697812,1947819.7096541293,243477.4637067662,3.0,2018-07-26 21:00:00,2018-07-26 21:00:00,-85.0,269.3013916015625,4.895229440803891,15.770105361938477,4.854864672048157,15.770105361938477,0.9654742914377052,8.298518180847168,1.042203916270183,10.739924430847168,97971.171875,25.968887329101562,14.417420873353981,130.485595703125,15.487312039789305,150.41567993164062,0.0,1352637311572.6057
7348.0,True,1345265.8205013676,1203339.838366529,122334.10987046028,61167.054935230146,12.0,2018-07-27 00:00:00,2018-07-27 09:00:00,-73.5,274.0226745605469,7.414428935930013,18.367326736450195,14.094354567125308,19.99668312072754,6.631736947904088,11.571305274963379,14.48555274516477,24.214902877807617,96838.71875,17.060684204101562,115.22243277395444,183.31802368164062,296.9357196706852,493.1319885253906,3167336616.393077,1624464011468.4973
7350.0,True,1492973.1717368166,1389982.5163622461,19895.87879487111,12434.924246794444,15.0,2018-07-31 12:00:00,2018-08-01 00:00:00,-73.5,258.2274169921875,6.281648165054818,14.134903907775879,12.67169531291919,23.510812759399414,3.6881312987402577,4.6478776931762695,9.62602165190994,22.214576721191406,93969.0234375,11.933486938476562,92.89278884444619,123.39750671386719,201.36403730283718,454.3992614746094,0.0,453739044477.5336
7352.0,True,1836228.5328144445,1456171.3815195845,65715.89740647224,131431.79481294446,48.0,2018-08-02 15:00:00,2018-08-04 12:00:00,-74.5,266.7075500488281,0.46676168273199,10.8131103515625,13.584759264096483,24.825387954711914,3.8395056794766322,7.16759729385376,15.476329168124149,36.411739349365234,95194.890625,16.133468627929688,63.15668170543478,159.2451934814453,393.5083520995747,906.7963256835938,0.0,2322623124691.588
7353.0,True,1278100.0962004652,1118760.331432235,5897.538806432862,5897.538806432862,24.0,2018-08-03 15:00:00,2018-08-04 12:00:00,-72.0,270.8439636230469,4.526718425219152,9.839702606201172,12.603992598304483,19.634273529052734,9.357809133426542,12.006321907043457,11.971336493436324,17.09228515625,96054.6875,8.033294677734375,158.57130034924145,236.28558349609375,268.49042042073904,496.9239196777344,0.0,405983746458.0082
7357.0,True,2093863.2814920577,1864283.0564446847,78394.93202636355,137191.1310461362,42.0,2018-08-08 06:00:00,2018-08-09 21:00:00,-73.5,272.77001953125,5.515093071168129,15.577995300292969,14.81979808243399,23.69441032409668,7.717725515953689,13.026124000549316,15.107604632996996,30.225778579711914,96378.859375,14.530471801757812,146.72618740398607,304.7889404296875,392.06111128357196,988.6040649414062,126443320.71424338,3252331128539.455
7358.0,True,1808679.0630434735,1449331.484782471,52824.65082682491,33015.40676676557,18.0,2018-08-09 00:00:00,2018-08-09 15:00:00,-72.5,262.7740478515625,0.4734885921532392,10.617977142333984,11.01725325731733,19.43435287475586,3.614779246879346,5.8876543045043945,15.190928048754245,31.583864212036133,96061.9921875,13.887664794921875,59.65230620601642,95.82633209228516,293.7669670302903,639.8080444335938,0.0,1666850645916.1475
7359.0,True,990016.8610758792,925177.4816264112,89805.49416018404,67354.12062013804,18.0,2018-08-10 21:00:00,2018-08-11 12:00:00,-75.5,273.01458740234375,12.158796620716915,18.24324607849121,14.641220486414866,20.113344192504883,7.435490336972499,11.312440872192383,11.92310247175151,19.94765853881836,97296.640625,18.680450439453125,152.19831642026702,271.44122314453125,325.13141280611296,567.78857421875,3896108.6609865897,3715324818732.401
7360.0,True,1236238.1830267163,1040277.321233977,92090.78052441563,138136.17078662346,42.0,2018-08-16 18:00:00,2018-08-18 09:00:00,-81.5,261.29290771484375,1.1998480674379282,16.40966796875,9.702065606320781,17.722354888916016,4.288036164086083,6.318973064422607,9.053913448208599,20.1776180267334,96376.515625,25.674636840820312,54.06561687746036,124.85404205322266,155.55602228845558,366.94183349609375,0.0,929557342069.9962
7363.0,True,1796341.8606461666,1516375.593118908,308.13548029130783,385.1693503641348,42.0,2018-08-26 00:00:00,2018-08-27 15:00:00,-67.5,253.45938110351562,1.4187631607055669,1.6951303482055664,14.33263297632514,23.339252471923828,5.106064796447754,5.208603858947754,21.45135181454061,37.19417190551758,95457.8046875,-0.0,95.56804275512697,97.40387725830078,511.60483942141747,1185.4761962890625,0.0,16029465477.528614
7364.0,True,1682815.5300605225,1553117.0945084628,598134.1157036505,448600.58677773795,18.0,2018-08-29 18:00:00,2018-08-30 09:00:00,-75.0,265.7254333496094,0.5903348371349592,13.250786781311035,7.325497936435063,20.474124908447266,1.4328791289178804,5.9659953117370605,5.928952413299655,15.498581886291504,95076.6484375,18.829818725585938,24.727560494170444,132.75787353515625,138.63833204668913,402.85845947265625,0.0,5240525258365.544
7365.0,True,3152317.0032108524,2241338.9221990868,15323.754206369793,38309.38551592449,60.0,2018-08-31 03:00:00,2018-09-02 12:00:00,-79.5,253.63536071777344,-3.5182246387918785,20.08713722229004,12.320022761932737,21.243045806884766,2.2760707321895466,6.575040340423584,18.863791677205732,32.854515075683594,95589.1015625,14.587478637695312,32.467678898239974,158.46640014648438,430.72185255462665,1017.6701049804688,0.0,1250891036675.9321
7368.0,True,1595375.032757352,1214619.1706093336,29566.60301043839,40654.07913935278,33.0,2018-09-05 21:00:00,2018-09-07 03:00:00,-73.0,264.8224182128906,0.00627427974108441,12.788039207458496,15.47712144775216,26.015222549438477,4.852924522304877,6.668568134307861,11.506281846505779,37.34749984741211,94997.828125,14.181884765625,62.58859674285112,98.82090759277344,285.18896362656665,736.0809936523438,0.0,1276089555656.5527
7372.0,True,2380718.188235591,1669026.263051923,379684.34739948367,854289.7816488382,54.0,2018-09-26 03:00:00,2018-09-28 06:00:00,-85.0,267.83111572265625,9.006021413403715,30.259918212890625,13.22325019088873,30.259918212890625,4.542448792173392,8.256608009338379,10.264890317245033,24.98061180114746,95472.515625,33.61116027832031,93.59150446685639,220.4099578857422,248.89514280468586,546.45166015625,0.0,8391594870099.37
7376.0,True,2015722.5914487012,1693346.7117760289,56393.89038246482,70492.36297808102,30.0,2018-10-13 21:00:00,2018-10-15 00:00:00,-70.5,268.881591796875,-4.768528443907701,5.2429680824279785,10.231323905978526,26.739349365234375,4.5539947192317145,7.044311046600342,20.587445333862576,38.98161697387695,94304.90625,11.064971923828125,50.09004470052241,107.83055114746094,415.4607685021612,837.7734985351562,0.0,3836512389282.658
7377.0,True,2031112.8426827532,1504237.2186559378,31020.522284429022,139592.35027993057,108.0,2018-10-14 21:00:00,2018-10-19 06:00:00,-80.5,272.9283447265625,5.2102957309953055,18.3026180267334,14.295428280485924,25.51950454711914,6.453630132598062,12.151738166809082,17.480962416088644,32.59696960449219,93790.359375,14.365386962890625,122.91492672408255,285.2952880859375,402.62497439903734,791.8196411132812,3600220564.878631,6277348309284.933
7380.0,True,2933172.111678246,2374610.280391101,1015485.9186252087,2538714.796563021,66.0,2018-10-17 12:00:00,2018-10-20 03:00:00,-85.0,273.0377197265625,4.232428160466506,17.10480308532715,9.644446384936389,22.307342529296875,2.0263279239408227,9.68953800201416,8.249329399274638,32.110782623291016,96259.3359375,20.7193603515625,29.653037069993037,193.45944213867188,173.10150920502358,849.043212890625,802443765.7967578,18329390716886.14
7382.0,True,1512764.097158132,1194501.6373455955,133149.48038677836,183080.53553182026,33.0,2018-10-19 00:00:00,2018-10-20 06:00:00,-74.5,263.5436706542969,-8.923324159866453,11.018722534179688,9.034028319839656,20.266162872314453,2.4201250409504933,7.305791854858398,16.924366689011404,34.29266357421875,94198.8046875,12.24322509765625,36.632764340296575,127.97911834716797,392.05407987351333,783.4973754882812,0.0,2615093518021.4727
7386.0,True,1519450.200787658,1243718.8993242648,284451.9557775844,817799.3728605553,87.0,2018-10-23 06:00:00,2018-10-26 18:00:00,-85.0,273.82122802734375,5.82954987579467,16.27528190612793,11.202451502248575,17.79805564880371,6.010053268348437,12.586100578308105,12.201692013731183,25.059894561767578,95390.015625,23.265884399414062,106.59918492949522,263.18505859375,260.7667104777748,606.6397705078125,10611689192.571049,13874580254458.016
7387.0,True,594569.2830670828,564813.9815026965,117716.29108457128,29429.07277114282,6.0,2018-10-28 03:00:00,2018-10-28 06:00:00,-73.5,271.91717529296875,3.601764722316286,12.124381065368652,9.620042212547357,16.33141326904297,7.810113803758243,13.553070068359375,13.375762567289271,20.525726318359375,96581.046875,10.207489013671875,109.15677816636824,188.4864501953125,228.04004542537226,381.2517395019531,1394834779.6638439,1255825066374.3506
7390.0,True,2529137.8738166266,1794567.3332273287,134039.18534063207,301588.16701642214,54.0,2018-11-03 00:00:00,2018-11-05 03:00:00,-76.5,277.4049072265625,4.603800338930163,16.504241943359375,11.314897051191119,21.705364227294922,8.754073704353583,15.586992263793945,15.916655306895409,29.164478302001953,96507.75,9.78271484375,149.70153316462665,465.4075012207031,320.8978352665927,672.8281860351562,73026986863.32004,5279817100593.247
7391.0,True,2517527.7548486777,1976720.11176421,4280.058295176342,6420.087442764512,45.0,2018-11-03 15:00:00,2018-11-05 09:00:00,-77.0,268.59051513671875,12.577276305006931,19.769018173217773,11.79437173625774,22.347049713134766,5.504775274926422,8.003972053527832,22.128452792520932,41.53074264526367,95493.0625,4.23797607421875,101.71740978851273,140.0460662841797,490.84911506824045,1132.3125,0.0,353247415180.4079
7392.0,True,1724564.9302963393,1364024.5622187858,225365.96310385226,225365.9631038523,51.0,2018-11-06 18:00:00,2018-11-08 18:00:00,-85.0,270.0406188964844,6.403008635335294,17.796672821044922,10.090495898220551,17.796672821044922,5.353021017551786,10.989826202392578,13.505409997629446,32.737361907958984,95516.953125,12.31103515625,74.68195418351327,162.49124145507812,250.1150172890605,635.781494140625,0.0,3311253385174.99
7402.0,True,2410648.3235658803,1879317.0789531998,291283.8177908321,546157.1583578101,45.0,2018-11-16 18:00:00,2018-11-18 12:00:00,-72.5,271.989501953125,-1.2772857732506864,14.64367961883545,8.250492337132384,19.201152801513672,4.173375513572478,9.831469535827637,16.97594654700603,38.80873107910156,95602.2421875,8.728927612304688,48.00068198083055,153.11544799804688,296.87068100471714,748.1748046875,25121.617510875087,5763667455708.283
7403.0,True,2194962.0017693737,1468374.39833283,212745.16590315415,638235.4977094624,72.0,2018-11-17 06:00:00,2018-11-20 03:00:00,-76.0,271.7781677246094,0.23140143097312701,13.631922721862793,10.137220931259849,27.7169132232666,3.201362220748346,11.769081115722656,19.784463391845854,37.30694580078125,95291.984375,9.902557373046875,47.271301549017466,254.85177612304688,401.21140853666975,756.6339111328125,0.0,6893150072926.205
7408.0,True,1293904.7790704654,1070232.2842271726,300258.02424125985,187661.2651507874,27.0,2018-11-28 21:00:00,2018-11-29 21:00:00,-77.5,275.7615966796875,6.996963288555192,18.906051635742188,8.400245324006237,18.906051635742188,8.709935102220369,18.539945602416992,15.316260055438391,28.360258102416992,95690.453125,10.403839111328125,125.8856231226018,269.57269287109375,225.50488906376677,538.6583251953125,64573328741.7715,3271676762022.576
7409.0,True,1300259.5762599101,1072974.3240194558,516911.42340486275,452297.49547925487,24.0,2018-12-01 09:00:00,2018-12-02 06:00:00,-85.0,275.332763671875,8.421738457518476,22.423948287963867,8.768606144852756,22.423948287963867,5.030390541947772,13.130940437316895,9.430301808689466,19.715951919555664,97136.234375,7.090545654296875,71.70172948915871,238.34832763671875,119.87247340620902,268.2109375,34253342495.666687,7309018985416.775
7410.0,True,3080467.8676222,2178720.5022874386,209286.2103365677,601697.8547176319,78.0,2018-12-02 12:00:00,2018-12-05 15:00:00,-81.0,271.9923095703125,-1.3022339129511775,9.279895782470703,8.860155622616972,15.901144027709961,4.61857474959229,15.995903968811035,22.95295071359494,36.6075553894043,97386.921875,10.344772338867188,49.578480394293116,330.61578369140625,445.0902855500111,1025.73974609375,26176.829486238843,7226781124004.047
7415.0,True,2011218.401878748,1787024.0465761547,586172.8680169408,879259.3020254112,36.0,2018-12-09 15:00:00,2018-12-11 00:00:00,-85.0,273.1043701171875,8.06262515396363,19.67354393005371,8.55678536986255,19.67354393005371,5.742276078945945,14.017843246459961,12.547464459967378,25.828903198242188,95974.90625,10.162857055664062,100.25984371613094,282.5015563964844,211.54858440715194,486.122314453125,9524901240.461836,8522097428627.513
7416.0,True,3027606.407359277,2417591.742162385,810309.0950962055,1721906.8270794365,51.0,2018-12-17 18:00:00,2018-12-19 18:00:00,-85.0,275.76251220703125,7.316026738261355,26.491548538208008,7.958265332719209,26.491548538208008,7.780086513559462,15.365951538085938,12.519817551672668,22.56965446472168,94860.3125,11.78076171875,141.58868467027781,456.26812744140625,224.0009830331673,456.26812744140625,195671611475.19135,11053769808789.578
7419.0,True,1419098.660911604,1172519.0778019612,2629.062117164736,4272.2259403926955,39.0,2018-12-30 00:00:00,2018-12-31 12:00:00,-67.0,272.595703125,2.848273473003968,5.664331436157227,10.46850053870857,18.03242301940918,13.3415974441908,15.613055229187012,21.28721851378818,53.4117546081543,97264.0546875,2.17730712890625,196.20166924311354,287.28961181640625,390.78580263746613,1115.739501953125,6110448010.0906315,174458867020.51346
7420.0,True,682609.0614268286,682609.0614268286,17431.28184006713,2178.9102300083914,3.0,2018-12-30 03:00:00,2018-12-30 03:00:00,-70.5,267.83636474609375,2.4288768213775342,6.569530963897705,9.434508094369667,14.876171112060547,4.969294053498614,6.4169535636901855,16.253267490360816,23.248985290527344,98375.5546875,1.891021728515625,47.65951361473287,69.90133666992188,258.7154983486227,468.9869079589844,31435563.08054488,130905649815.18796
6580.0,True,1550143.7440915063,1533671.6518159555,705635.4232940542,176408.85582351356,6.0,2015-01-01 00:00:00,2015-01-01 03:00:00,-83.0,273.508056640625,5.97124813265186,16.107133865356445,8.840297586304324,17.152820587158203,7.806666204992801,14.337310791015625,10.74129606270981,18.700592041015625,96428.0234375,9.058807373046875,113.44566505122306,315.81414794921875,193.98686385037533,442.7474365234375,2454993520.754263,5691581710328.955
6583.0,True,1814288.1686948044,1487270.7154720637,38090.61500180694,28567.961251355206,30.0,2015-01-02 03:00:00,2015-01-03 06:00:00,-75.5,273.2713317871094,4.297018742135,7.943673133850098,10.105052506947152,18.725425720214844,9.683399306419263,11.946606636047363,18.277642476332563,39.10285568237305,96874.6015625,5.22943115234375,128.02288569461294,203.86715698242188,356.07344181006323,801.406005859375,0.0,477013833932.63934
6584.0,True,1614075.8727059017,1357221.5013904113,16049.904922953387,14043.666807584214,21.0,2015-01-08 00:00:00,2015-01-08 18:00:00,-70.0,272.14459228515625,3.772549134047439,5.37977933883667,11.192524664400818,18.00014305114746,4.678119452413059,10.112951278686523,29.21538664083013,53.218223571777344,96551.65625,4.9610595703125,51.83520336777311,118.57295227050781,551.5715443752086,1170.0177001953125,0.0,532284001413.01263
6585.0,True,3524282.258373732,2624676.2700479906,503977.44156797644,1196946.423723944,57.0,2015-01-15 09:00:00,2015-01-17 15:00:00,-84.0,273.646240234375,3.3956113112818604,22.44074821472168,10.501924237986378,22.44074821472168,4.963572499650129,18.994274139404297,22.874830821652516,52.556434631347656,95538.578125,9.458740234375,90.38754571886737,532.1744384765625,554.3596556833778,1522.7939453125,5203339681.715072,16929246772486.79
6587.0,True,1122946.4268290775,959778.3262265886,152259.3693458326,76129.6846729163,12.0,2015-01-18 21:00:00,2015-01-19 06:00:00,-73.5,272.17822265625,2.5432785862363576,11.512333869934082,9.294563705844645,15.422784805297852,6.270431434496615,9.296725273132324,15.159137249893522,47.9442253112793,96726.15625,3.3270263671875,73.90972983824886,128.5102996826172,231.50104209432413,635.739013671875,0.0,2089251178457.8691
6590.0,True,1554524.3314480854,1048515.3517837463,221389.9352218462,387432.3866382309,42.0,2015-01-19 03:00:00,2015-01-20 18:00:00,-77.0,273.5771484375,-3.865961345524372,6.575778961181641,9.712093341211226,18.705612182617188,3.966197461162829,11.362260818481445,17.52798396912205,36.453819274902344,95928.3125,5.86358642578125,37.69615295983685,160.27732849121094,352.6797478297231,696.0597534179688,4549642228.887301,4349580821581.6377
6597.0,True,1570726.8918760133,1336318.9461282666,42597.43805584699,53246.79756980875,30.0,2015-01-25 18:00:00,2015-01-26 21:00:00,-68.5,272.6351013183594,-1.0466742223635088,2.911548614501953,9.992555663334633,15.886993408203125,8.988311624525247,12.511202812194824,22.15077662815576,38.75214385986328,96853.7265625,3.850067138671875,76.35787170681408,143.69082641601562,364.95700002734395,715.37646484375,1348239063.9948273,757094334892.5204
6598.0,True,1327951.7806391455,1145699.6414574368,102682.96944841529,154024.45417262294,39.0,2015-01-28 03:00:00,2015-01-29 15:00:00,-76.0,276.7726745605469,5.596846784277931,15.243953704833984,11.86362501881967,18.300710678100586,10.301654078356242,17.897663116455078,19.996027520840467,31.225526809692383,96785.2265625,6.977325439453125,138.35783467976268,344.6756286621094,374.45472435452007,677.3541259765625,122289087295.89738,2859598637821.835
6599.0,True,1802055.6800564516,1604899.7332396228,267246.863832443,267246.86383244296,24.0,2015-01-28 09:00:00,2015-01-29 06:00:00,-72.0,274.5962219238281,-0.8469737486679075,6.206148624420166,8.369135578181417,15.123059272766113,5.980041315639215,14.32180118560791,17.671464671402237,34.696197509765625,97269.796875,7.659515380859375,62.54887932284318,231.84181213378906,336.4612140524665,615.4374389648438,58737101168.90976,7555271001925.135
6601.0,True,2891160.164788387,2287240.1659670165,19407.1155229309,38814.23104586181,60.0,2015-02-03 03:00:00,2015-02-05 12:00:00,-69.5,267.80712890625,-7.612618424661079,-0.0,9.980031535219222,26.922260284423828,7.365378163338936,14.359857559204102,27.593810419265115,51.842247009277344,95969.234375,2.3363494873046875,59.65233212631054,146.78392028808594,589.6577739166935,1988.7718505859375,2862309538.0089827,2713192223567.2837
6606.0,True,2296756.3463280764,1442041.276611143,157939.94020489053,197424.9252561131,39.0,2015-02-05 21:00:00,2015-02-07 09:00:00,-82.0,271.3597412109375,6.2304346386033345,19.908405303955078,10.607849840056925,21.79697608947754,7.548760100017873,12.280984878540039,21.74097185454133,48.65293884277344,96389.8046875,12.369155883789062,109.51878147314615,259.241943359375,399.45365282975877,998.1531372070312,0.0,2401744295796.539
